(0.00336445,0.00422968)
(-0.0215498,-0.0557649)
(0.0362178,0.0540058)
(-0.00149114,-0.00339384)
(-0.0416436,-0.0481454)
(-0.00448829,0.0497157)
(0.00968961,-0.0463101)
(2.27028e-05,-0.000590317)
(-0.00100154,-0.0474925)
(-5.43155e-05,-0.000304376)
(0.00664726,0.0490187)
(0.00603938,0.00395652)
(-0.0128406,-0.00760103)
(-0.00662551,-0.00255638)
(0.0210769,0.0069246)
(0.0156554,0.00724276)
(0.0195865,0.0145408)
(0.0202906,0.0244759)
(0.0046596,0.00491949)
(-0.0261711,-0.0157483)
(-0.0192797,-0.0151212)
(-0.0170679,-0.0164411)
(-0.0140034,-0.0121446)
(0.0033432,0.00130511)
(0.013258,0.00883545)
(0.0161464,0.00676869)
(-0.00124734,-0.000865076)
(0.00315746,0.00530337)
(0.00876579,0.0154695)
(-0.00419498,-0.00414375)
(0.0147717,0.0197232)
(-0.0155562,-0.0177733)
(-0.0118603,-0.0290194)
(-0.00669944,-0.0244041)
(0.0142796,0.027967)
(0.0017855,0.00588546)
(-0.0142702,-0.0208579)
(-0.0065875,0.0607223)
(-0.000225577,-0.00314627)
(-0.0143022,0.0667747)
(0.000448861,-0.00435386)
(-0.0108297,-0.0647433)
(-0.00465267,-0.0647596)
(0.000238038,0.0576497)
(-0.0211714,0.0572634)
(0.0138221,-0.0564008)
(-3.80619e-05,0.00020032)
(0.000180115,-0.000547573)
(0.00550285,0.0499178)
(0.013277,0.0510062)
(-0.00142626,-0.00458333)
(-0.0189431,-0.0500583)
(0.00147365,-0.00348506)
(0.00349241,-0.00454468)
(0.0367032,-0.0555846)
(0.0316557,-0.0618435)
(-0.0428131,0.0500559)
(-0.00597973,0.0500606)
(-0.0233225,0.0479158)
(0.000864335,-0.00486648)
(0.017668,-0.0511121)
(-7.75776e-05,-4.41944e-05)
(0.0107712,0.0466663)
(-0.000209697,0.0479709)
(0.00525,-0.00439555)
(0.0550353,-0.0556615)
(-0.0703669,0.0344448)
(-0.005496,0.00307683)
(0.0720899,-0.0439483)
(0.0652156,-0.054479)
(-0.02536,0.0737898)
(-0.0030745,0.00572757)
(0.00206134,-0.00654109)
(0.0387764,-0.06794)
(-0.0198751,0.0825612)
(-0.0487837,0.0697746)
(0.0680415,-0.059301)
(-0.0642506,0.0651178)
(0.0812335,-0.0398349)
(-0.0787294,0.0459466)
(6.49785e-05,-0.000256095)
(-9.04631e-05,-0.000109989)
(0.00542718,0.00435459)
(0.0550238,0.0529449)
(0.0719826,0.0423913)
(-0.0690208,-0.0324267)
(-0.00644862,-0.00346522)
(0.0650994,0.0515181)
(-0.0276378,-0.0656492)
(-0.00346997,-0.0058885)
(0.00306278,0.00862862)
(0.0400277,0.0642584)
(-0.0239473,-0.0791673)
(-0.048918,-0.0640678)
(-0.0607141,-0.0566959)
(0.0686117,0.0554976)
(-0.00567265,-0.003266)
(0.0778772,0.0361116)
(-0.0784093,-0.0431228)
(0.00208811,0.00148689)
(0.0708426,-0.0348443)
(0.00499145,-0.00279507)
(-0.00474364,0.00399264)
(-0.0551901,0.0561635)
(-0.0718469,0.044124)
(-0.0650794,0.054568)
(0.0646616,-0.0655791)
(-0.0681914,0.0594195)
(-0.0818632,0.0400565)
(0.0788206,-0.0459863)
(-0.000503803,0.000525313)
(-0.000271193,0.000407841)
(0.0118819,0.0838156)
(0.0206023,0.0543214)
(0.00912171,0.0249582)
(-0.00905875,-0.0438527)
(-0.0216471,-0.0456896)
(0.00046307,0.00569814)
(0.0197796,-0.0828248)
(0.00959551,-0.0709701)
(-0.00159467,0.0126042)
(0.00131104,0.016113)
(-0.00387565,-0.0686561)
(0.0021999,-0.00697917)
(0.00326927,-0.00607958)
(0.0252366,-0.0737952)
(-0.0385151,0.0678898)
(0.0489007,-0.0702114)
(-0.000619234,0.00591163)
(-0.0214451,0.0663565)
(0.0312888,-0.0712629)
(0.00184495,-0.0771872)
(0.0406667,-0.0745782)
(-0.0368321,0.0836647)
(-0.00382206,0.00492526)
(-0.0546583,0.0651042)
(-0.0694192,0.00509595)
(0.0118389,-0.00154611)
(-0.0823198,0.0099948)
(0.0152234,-0.00343249)
(-0.0683721,0.0193226)
(0.0714173,-0.00187109)
(-0.00569887,-0.000667339)
(0.0135461,-0.00016239)
(-0.0750696,-0.00585604)
(0.0574526,0.00742222)
(-0.0390356,-0.0572297)
(-0.0212107,-0.0563167)
(0.0316835,0.0614976)
(-0.00578081,-0.00726481)
(0.0426507,0.0486626)
(-0.0431934,-0.0437623)
(0.0341008,0.0452524)
(0.00380291,0.00704607)
(0.00193382,0.00258554)
(0.044276,0.0274473)
(-0.00556598,-0.00555849)
(0.0401556,0.0321232)
(-0.00855038,-0.00527962)
(-0.0467258,-0.0373517)
(0.0784797,0.0209829)
(-0.0151631,-0.00143577)
(0.0648735,0.0119349)
(0.0703538,0.00558401)
(-0.0546182,-0.00918832)
(-0.0145416,-0.00426586)
(0.0857611,0.0373813)
(-0.00454767,-0.00234301)
(0.0518968,0.0212278)
(0.0339651,0.0183828)
(-0.026523,-0.0102135)
(0.0589961,0.0280242)
(-0.00890351,-0.00538411)
(-0.0469933,-0.0223732)
(0.0300082,-0.00141707)
(0.0918155,-0.00792987)
(-0.0731351,0.0129627)
(-0.0604958,0.0146243)
(0.056791,-0.000686325)
(0.0571393,-0.00592647)
(0.0676098,-0.00190509)
(-0.0796799,-0.00365768)
(0.0802654,0.00380131)
(0.00330808,-0.000623319)
(0.0523893,0.0118259)
(0.0725082,0.0133956)
(-0.0525329,-0.00568717)
(0.000471303,0.00136297)
(-0.00675063,-0.0601196)
(-6.61846e-05,-0.000482437)
(0.0216936,0.0662736)
(-0.0374044,-0.0573768)
(0.0012643,0.00196195)
(-0.0141287,-0.0655111)
(0.0171036,-0.00123281)
(-0.0657113,-0.0033698)
(-0.0727238,0.0117302)
(-0.0870564,-0.00314875)
(0.0953865,-0.00438153)
(-0.0881514,0.0176831)
(-0.00738221,0.00141632)
(0.0763403,-0.0180302)
(0.0823546,0.000488798)
(0.0928088,0.0108662)
(0.0676591,0.0195859)
(-0.00509716,-0.00057963)
(0.0678247,0.0186498)
(-0.0418532,-0.00591138)
(-0.0697095,-0.00502364)
(-0.0813964,0.00753757)
(-0.00217963,0.000215718)
(-0.0117095,-0.00175748)
(-0.090071,-0.020725)
(0.000348832,-0.000340545)
(0.0481478,0.00874962)
(-0.00577534,-0.0036779)
(0.0634372,0.0266632)
(-0.0526567,-0.0362741)
(0.0016648,0.000897322)
(-0.0628523,-0.0420401)
(-0.0603642,-0.0262968)
(-0.0573148,-0.028912)
(0.0701864,0.0493203)
(-0.0329401,-0.0235919)
(0.0626906,0.0286776)
(0.0697523,0.0155967)
(-0.0665206,-0.0268896)
(0.00257164,0.000711833)
(-0.0688634,-0.0143676)
(0.00133941,0.000504591)
(0.00509238,0.00359278)
(-0.0718265,-0.0424574)
(0.000616821,0.000520327)
(-0.0790553,-0.0240356)
(-0.00325575,-0.000386486)
(-0.076527,-0.00386712)
(-0.0647003,-0.0159355)
(0.0556595,0.0607892)
(0.000304626,0.0013428)
(-0.0386462,-0.080712)
(0.000182456,-0.000332444)
(0.0374555,0.0718534)
(-0.0593152,-0.0666759)
(-0.0554248,-0.0593449)
(-0.00259205,-0.00199031)
(0.0136223,0.0107123)
(-0.0541068,-0.0731232)
(-0.00448473,-0.00939593)
(-0.0315131,-0.086882)
(0.0323033,0.0756437)
(0.0593179,0.071336)
(0.0495727,0.0784142)
(0.0046147,0.00598587)
(-0.077689,-0.0609641)
(-0.0633215,-0.0574909)
(0.00536593,0.00465195)
(-0.00390073,-0.0129268)
(0.0384784,0.0720773)
(-0.0189654,-0.0903313)
(0.0221779,0.0758835)
(0.0350108,0.081219)
(-0.00149115,-0.0119929)
(0.00923063,0.075522)
(0.0240511,0.0717917)
(0.00239993,0.0893354)
(0.0607038,0.0642648)
(0.00297431,0.0057377)
(-0.0506608,-0.0628602)
(0.00947259,0.0700305)
(0.0112847,-0.0822938)
(0.0190037,0.0805912)
(-0.00122074,0.0152162)
(0.00354626,-0.0672315)
(-0.0301506,-0.0690098)
(0.00167791,0.00563812)
(-0.000420611,-0.00436837)
(-0.00211497,-0.0757283)
(-0.0481385,-0.0598524)
(0.0541522,0.0406512)
(-0.00924002,-0.00774128)
(-0.059661,-0.0538632)
(-0.0513037,-0.0534)
(-0.0369782,-0.0665871)
(0.00120274,0.00114661)
(-0.0241316,-0.00957919)
(0.0605361,0.0319721)
(0.0725982,0.0325689)
(0.0125263,0.00353432)
(0.0786892,0.0208694)
(-0.0700584,-0.0440559)
(-0.0563272,-0.0185097)
(0.0200617,0.0123915)
(0.00758445,0.00449801)
(-0.060275,-0.0531173)
(-0.000330052,-8.44091e-05)
(-0.0688498,-0.0256382)
(0.0691231,0.044301)
(0.0634119,0.0476181)
(0.0676505,0.0210848)
(-0.0847108,-0.0370936)
(-0.0766374,-0.0414234)
(0.0158261,0.00357392)
(0.00519957,0.00336308)
(0.0679163,0.0471012)
(0.0839715,0.0294117)
(-0.000936869,-0.00100164)
(-0.014963,0.0935385)
(-0.00170908,-0.0182938)
(0.00465017,-0.0675214)
(-0.0022445,0.0242995)
(-0.0149896,0.0342882)
(0.00650312,-0.0254773)
(0.0389735,-0.0703368)
(0.023167,-0.0522465)
(0.0125804,-0.0524149)
(0.0148248,-0.0281014)
(0.0197819,-0.0535021)
(-0.0317214,0.0501213)
(-0.00796043,0.0138962)
(0.016017,-0.0474016)
(0.0149921,-0.0211677)
(-0.0255181,0.0381925)
(0.0434708,-0.0540243)
(-0.0251644,0.0673975)
(0.0087663,-0.0245143)
(-0.00873971,0.0434441)
(0.020973,-0.045254)
(0.000425447,-0.00548291)
(0.045806,0.067807)
(0.0269955,-0.0424116)
