(-0.0929184,0.0198881)
(-0.0914966,0.00356092)
(-0.0257252,-0.00263702)
(0.065424,0.00970793)
(0.0925714,0.00485508)
(-0.025404,0.00226014)
(-0.0030597,0.0922479)
(0.00872745,0.080001)
(-0.0455547,0.0785449)
(-0.00355812,0.0106877)
(-0.000876374,-0.00186521)
(0.0343687,-0.0840808)
(0.00403246,0.0137687)
(-0.000341075,0.019412)
(-0.0233379,-0.089882)
(0.0285204,0.0678156)
(0.0143104,-0.0774906)
(0.0460566,0.0798681)
(0.0204915,0.0869901)
(0.0447632,0.0608506)
(-0.0059294,-0.0103123)
(-0.00689598,-0.0675707)
(0.00719261,-0.0946986)
(0.0317596,-0.0865982)
(0.0387922,-0.0653531)
(-0.0087868,0.023551)
(0.0109334,0.0187515)
(0.0060068,0.0264869)
(-0.0391096,-0.0535058)
(-0.0416724,-0.0791103)
(0.063406,0.0663382)
(0.0547639,0.0451122)
(0.0128466,0.0131146)
(0.0737762,0.0130015)
(0.100178,0.0375965)
(-0.0699952,-0.0279869)
(-0.0305692,-0.00955314)
(-0.0982391,-0.0194257)
(-0.0240505,-0.00620826)
(0.0729846,-0.0077378)
(-0.0227665,0.000233129)
(0.0973622,-0.00599205)
(0.0256347,0.00200293)
(0.0982751,0.0130073)
(0.0152362,0.00524794)
(-0.098848,-0.0451905)
(-0.0276578,-0.0130744)
(-0.0807945,-0.0418434)
(0.0743456,0.0239052)
(-0.0711849,-0.011315)
(-0.0944666,0.00149106)
(-0.0682665,0.00792259)
(-0.089685,-0.00519685)
(0.0225297,-0.00180152)
(0.0210434,0.0024846)
(0.0758812,0.0278994)
(-0.0851127,-0.0229432)
(-0.0172909,-0.00285708)
(-0.0953223,-0.0237851)
(0.0733834,0.0106169)
(0.0916386,0.030759)
(-0.0715335,-0.0265496)
(-0.0215938,-0.00623465)
(-0.0941928,-0.0164223)
(-0.0189633,-0.00412433)
(-0.0206084,0.000923067)
(0.0726279,-0.0101594)
(0.0207254,0.00102475)
(0.0942407,-0.00855147)
(0.093667,0.00905321)
(0.0161464,0.00501304)
(-0.0121408,-0.00499986)
(0.0722236,0.0340526)
(-0.0788391,-0.0320988)
(-0.0693255,-0.01943)
(-0.0660726,-0.00870578)
(0.0599977,0.0203563)
(-0.0808866,-0.0208135)
(-0.0267452,-0.00429665)
(0.0883711,0.0187046)
(-0.0660075,0.00960185)
(0.0251355,-0.00250676)
(-0.0916015,0.00449681)
(0.0888249,0.00332905)
(0.0221664,0.00197789)
(0.050492,0.0179965)
(-0.0983564,-0.033919)
(0.0349716,0.00975146)
(0.0848436,0.0134593)
(-0.0669849,-0.00973873)
(0.0314295,0.00759201)
(0.0698071,0.0110615)
(0.0932145,0.00563527)
(0.0674401,-0.00835006)
(-0.0245415,0.00199839)
(0.0950726,-0.00250768)
(-0.0253523,-0.00287688)
(0.00621491,-0.0236304)
(-0.00978799,0.0699146)
(-0.0416803,0.0534912)
(0.026687,-0.0877092)
(-0.0102877,0.0160893)
(-0.043947,0.0779243)
(-0.0665305,-0.00733432)
(0.0523938,0.016943)
(-0.0917457,-0.0278788)
(0.0280286,0.00712443)
(-0.0814858,-0.010537)
(0.0266148,0.00531568)
(-0.0890994,0.0108157)
(-0.0692432,0.0115295)
(0.0228964,-0.0014451)
(-0.021168,-0.000461822)
(-0.0911667,-0.00640311)
(0.00694736,-0.0828876)
(-0.0494435,-0.0786137)
(-0.000897584,8.24986e-05)
(-0.00539024,-0.0923956)
(-0.00305672,-0.00866666)
(0.0374806,0.0833576)
(0.0182841,-0.0874803)
(0.0446128,-0.0630217)
(0.00338873,-0.0122607)
(-0.0444634,0.0805479)
(-0.00446276,0.00781695)
(0.0411365,0.0657611)
(-0.000617054,-0.0182602)
(-0.0340743,-0.0863212)
(0.00850486,0.0950268)
(0.00599473,-0.0687582)
(-0.00895251,-0.0229597)
(0.00745929,-0.00807314)
(-0.0624672,0.0317005)
(-0.047696,0.06714)
(0.0318415,-0.0650714)
(-0.0889218,0.0295698)
(-0.00307388,-0.0023271)
(-0.00574567,0.0131996)
(0.0706886,-0.0502302)
(0.0216564,-0.0682809)
(0.012288,-0.082874)
(-0.0519865,0.0495775)
(-0.000416381,-0.0755495)
(-0.0119227,-0.0890962)
(0.0388138,-0.0637466)
(0.055705,-0.0697419)
(-0.00225669,0.0127465)
(0.0180344,-0.000230071)
(-0.0673998,-0.00462012)
(0.0163567,-0.00560329)
(-0.0860342,-0.0195412)
(-0.0384808,0.0878271)
(0.00245618,-0.0251308)
(-0.0194878,0.0648804)
(0.0221987,0.0637062)
(0.0414908,0.0845443)
(-0.00352285,-0.0272393)
(0.0227585,0.052544)
(-0.00272275,-0.06107)
(-0.00314566,-0.00793152)
(0.00141405,0.0234213)
(0.0115202,-0.065538)
(-0.0478473,-0.070427)
(0.0341812,-0.0461285)
(0.0232582,-0.0523597)
(0.00181316,-0.00318145)
(-0.0519392,0.0168279)
(0.00140802,-0.000533738)
(0.0472791,-0.0284194)
(-0.000464424,-0.0145839)
(-0.00386305,-0.0112137)
(-0.00193307,-0.0880996)
(-0.011122,0.0794866)
(0.0252456,0.0882674)
(-0.0306511,-0.0675541)
(0.0721035,-0.0374448)
(-0.0680921,0.0487993)
(0.0695125,0.00668123)
(-0.0845358,-0.00190286)
(0.00130427,0.000458264)
(0.0121972,-0.00271498)
(-0.0827225,-0.0275348)
(0.00729465,-0.00248249)
(0.0680065,-0.0399394)
(-0.085912,-0.00725298)
(-0.00835983,-0.000164294)
(-0.0895398,0.0263652)
(-0.000826161,-0.0043921)
(0.00739936,0.0758574)
(-6.2062e-05,0.00222466)
(-0.025721,-0.0782246)
(0.0295904,-0.0733638)
(0.0458882,-0.0679438)
(-0.00430886,0.0881869)
(0.00407745,-0.0108033)
(-0.0277769,0.0878526)
(0.032781,-0.0672938)
(-0.000882256,0.0140593)
(0.00896023,0.0804161)
(-0.0149418,0.078098)
(0.000316963,-0.00177924)
(0.0313529,0.0783883)
(0.000614585,-0.00428228)
(0.0182528,0.0784797)
(-0.0482581,0.0586926)
(-0.0498922,0.0762423)
(-0.026228,0.0830488)
(0.00642302,-0.00993166)
(0.0424023,-0.0531182)
(-0.0105836,0.0161581)
(-0.00655792,0.0238655)
(0.0105283,-0.0699353)
(0.0449746,-0.0777353)
(0.00471682,-0.0794007)
(-0.00672587,-0.0899713)
(0.00129774,-0.00895796)
(0.0500142,-0.0708572)
(-0.000306675,0.00281411)
(-0.0608861,0.0653114)
(0.052149,0.0730898)
(-0.035611,-0.0656061)
(-0.00482926,-0.0118173)
(0.0146291,-0.0870262)
(0.00163042,0.00938366)
(0.0904115,0.0249933)
(-0.0584154,-0.0309403)
(-0.0111401,-0.013341)
(-0.0358499,-0.0829985)
(0.0429197,0.0613421)
(0.0209339,0.00955448)
(-0.0126871,-0.00978427)
(0.0187155,0.00754862)
(-0.0879537,-0.0120832)
(0.0491074,0.052401)
(-0.065943,-0.019096)
(0.00911363,-0.0591099)
(-0.0247035,-0.0582212)
(0.0269055,-0.0872928)
(-0.000784242,0.0272036)
(-0.0445693,-0.0760086)
(-0.00623815,-0.0265786)
(-0.0123204,0.0386142)
(0.0206833,-0.0296637)
(0.0280241,-0.0344019)
(0.0751488,-0.0672522)
(-0.000102163,0.0818999)
(0.0159247,0.0780725)
(-0.00470047,0.0088721)
(0.0359577,-0.0810175)
(0.00863302,0.0585251)
(0.0529322,0.0461726)
(-0.00575875,-0.00657001)
(-0.0717712,-0.0548407)
(-0.0162833,-0.0720741)
(0.00779131,0.0141121)
(0.0157906,0.00514188)
(0.0689904,0.00953841)
(0.0911343,0.00414754)
(-0.0174821,-0.0102814)
(0.0598581,0.0631399)
(0.0570855,-0.0423758)
(-0.0164999,0.00428368)
(0.0888196,0.00385909)
(0.0701013,-0.00338209)
(-0.0155244,0.00705017)
(-0.0658979,0.0582112)
(0.0196046,-0.0982182)
(-0.0163704,0.023504)
(-0.0719161,0.0436144)
(0.0169546,-0.0679848)
(0.00736323,-0.0106374)
(0.00531737,0.00749129)
(-0.00296685,0.00666051)
(0.0638961,0.0858118)
(-0.0432972,-0.062112)
(-0.0117629,0.069051)
(0.0149495,0.0368825)
(-0.0404356,-0.0776852)
(-0.00328501,0.0561423)
(0.010089,-0.0790802)
(0.0111115,0.0311498)
(-0.0484243,-0.089545)
(-0.0125035,0.0883906)
(0.0108083,0.0185256)
(0.00763929,-0.0657311)
(-0.0419211,-0.0631685)
(0.0113677,0.0142816)
(0.0342965,0.0864908)
(-0.0921088,-0.0261442)
(-0.0593515,-0.032181)
(-0.0217887,-0.0104108)
(-0.0581443,0.0705657)
(-0.000859408,-0.00124052)
(0.00793868,-0.0815801)
(0.00334299,0.0929782)
(-0.0017774,0.00912256)
(0.0673754,-0.0625923)
(-0.0529933,-0.0759413)
(0.0136858,0.0103974)
(0.0681042,0.0184159)
(0.0912146,0.0110749)
(-0.0497614,-0.0543516)
(-0.0194926,-0.00782487)
(0.0188739,0.0703463)
(-0.033409,-0.0846643)
(-0.0567136,0.0774835)
(0.00515283,-0.0258469)
(-0.00123738,-0.0057878)
(0.0427549,-0.0774245)
(0.00664054,0.0543005)
(-0.0544982,0.06651)
(0.013383,-0.00923411)
(0.0665988,-0.0152812)
(0.0864132,-0.00777515)
(0.050962,-0.0476169)
(-0.0158424,0.00545918)
(0.019766,0.0625721)
(-0.00384566,-0.00407844)
(0.00107406,0.0588823)
(-0.0337276,-0.0538616)
(0.000501678,0.00385242)
(0.0474304,0.0409898)
(0.0434538,-0.0220742)
(-0.0458102,0.00864639)
(-0.000672399,0.00039245)
(-0.0342824,0.0313693)
(-0.000284467,0.000459985)
(0.0255947,-0.041519)
(0.00109136,0.00690664)
(-0.00386546,-0.0141163)
(-0.00432573,-0.00543251)
(0.0156456,0.0153004)
(0.00828514,0.0146775)
(0.000317508,0.0240463)
(-0.0169637,0.026339)
(-0.00259784,0.00597513)
(-0.0074317,-0.0291579)
(0.0012323,-0.0238935)
(0.00683041,-0.0221396)
(0.00312072,-0.0179934)
(0.00214444,0.00273766)
(0.00211305,0.0153814)
(0.00979378,0.0142382)
(-0.000144211,-0.00141441)
(-0.00502074,0.00359181)
(-0.0147898,0.0094336)
(0.00189725,-0.00556101)
(-0.0153599,0.0185031)
(0.0112079,-0.0201809)
(0.0296647,-0.00778098)
(0.0249663,0.000903113)
(-0.027489,0.0136778)
(-0.00617701,0.000182618)
(0.01782,-0.0174127)
(-0.0344686,-0.0485215)
(0.00245307,0.00139477)
(-0.024052,-0.0626488)
(0.00232443,0.00315432)
(0.0619197,0.0181633)
(0.0549067,0.0310312)
(-0.0441343,-0.0356556)
(-0.00104853,-0.0600926)
(0.0164854,0.0542437)
(-0.000248638,-0.000369376)
(0.000114209,0.000861992)
(-0.0447143,-0.0200663)
(-0.0512829,-0.00352009)
(0.00448703,-0.000213267)
(0.0517205,-0.010095)
(-0.000380734,0.00395545)
(-0.00390265,0.0044843)
(-0.0335468,0.0557113)
(-0.0182517,0.0652552)
(0.0484631,-0.0430412)
(-0.0276941,-0.0412539)
(0.0116642,-0.0512771)
(0.00221461,0.00454862)
(0.00367352,0.0528298)
(-8.73458e-05,-0.000197055)
(-0.0467381,-0.00641214)
(-0.0358565,-0.0302196)
(-0.00666982,0.00222989)
(-0.0657258,0.0403128)
(0.0745778,0.0205555)
(0.00643126,0.000857927)
(-0.0826682,-0.00364237)
(-0.078959,0.0259966)
(-0.00558879,-0.0757194)
(0.00187307,-0.00571192)
(0.000886119,0.00627963)
(-0.0285559,0.0706922)
(-0.025037,-0.0795244)
(0.0477699,-0.0687852)
(-0.082367,0.0318641)
(0.0766439,-0.0472794)
(-0.0861092,-0.0235747)
(0.0889837,0.00810755)
(6.57563e-05,0.000446108)
(0.000404094,0.000225632)
(-0.00687707,-0.00191753)
(-0.0664437,-0.0353909)
(-0.081656,0.00664791)
(0.0718024,-0.0228416)
(0.00736333,-0.00130483)
(-0.0787262,-0.0203928)
(0.00631427,0.0692128)
(0.00257983,0.00588746)
(0.000454547,-0.0086068)
(-0.0339731,-0.0656094)
(-0.0133323,0.0801954)
(0.0517263,0.0602631)
(0.0736995,0.0358693)
(-0.0832838,-0.0239035)
(0.00662036,-0.000696545)
(-0.080469,0.0266865)
(0.0868311,-0.0133844)
(-0.00277118,-0.000392673)
(-0.0752395,-0.0203639)
(-0.00587388,-0.000779745)
(0.00605839,-0.0020709)
(0.0658047,-0.0410457)
(0.0825626,0.00297624)
(0.0787824,-0.0263293)
(-0.077116,0.0476592)
(0.0825346,-0.0319055)
(0.0866823,0.023927)
(-0.0890607,-0.00814279)
(0.000435385,-0.000427948)
(2.98326e-05,-0.000359754)
(-0.0784528,-0.0282862)
(-0.056246,0.0110717)
(-0.0258188,0.00428775)
(0.0431295,0.00841956)
(0.0463114,-0.0190133)
(-0.00507254,-0.00271428)
(0.0254614,0.0796399)
(0.0364937,0.0591114)
(-0.00651293,-0.0100583)
(-0.0136175,-0.00726081)
(0.0569545,0.0350572)
(0.000943468,0.00672252)
(-0.00200769,0.00607556)
(0.00586747,0.0756625)
(0.0280438,-0.0707077)
(-0.0477015,0.0693363)
(-0.00320365,-0.00440535)
(-0.00804347,-0.0674233)
(-0.00975488,0.0758618)
(0.0554166,0.0514126)
(-0.0273456,0.0781566)
(0.0116642,-0.0890233)
(0.00383668,-0.00432393)
(0.0608154,-0.0564808)
(0.000889651,-0.0692401)
(0.00149196,0.0118732)
(-0.00847117,-0.0818549)
(0.00533486,0.0146433)
(-0.0326659,-0.0627135)
(-0.00903271,0.0703583)
(0.00264816,-0.00515593)
(-0.00218663,0.0133541)
(0.0278299,-0.0693973)
(-0.0278696,0.0504238)
(0.0369394,0.0565587)
(-0.000157099,0.0592332)
(-0.0186042,-0.0648909)
(0.00646107,0.00684377)
(-0.0487838,-0.0408204)
(0.0517211,0.0318783)
(-0.0356059,-0.0427935)
(-0.00259002,-0.00765446)
(-0.00232854,-0.00268847)
(-0.0516774,0.00132664)
(0.00681392,0.00403634)
(-0.04904,-0.013374)
(0.00983041,-0.000292528)
(0.0567376,0.0154236)
(-0.059366,0.0544329)
(0.00618335,-0.0137664)
(-0.038689,0.05248)
(-0.0262871,0.0649289)
(0.0309176,-0.0453868)
(0.0115749,-0.00942361)
(-0.0853884,0.0337534)
(0.00551657,-0.00149436)
(-0.0501796,0.0231684)
(-0.0375893,0.00642633)
(0.0249615,-0.0130791)
(-0.061678,0.0189088)
(0.0103977,-0.000545135)
(0.0491845,-0.0149693)
(-0.00227195,0.0297918)
(0.00171282,0.091083)
(-0.0172681,-0.0717236)
(-0.0233759,-0.0573644)
(-0.00907799,0.0555323)
(0.00346,0.0571054)
(-0.00821494,0.0665757)
(0.0236334,-0.0754317)
(-0.0241572,0.0762057)
(0.000792746,0.00375576)
(-0.0356855,0.0396323)
(-0.0435179,0.0587988)
(0.0230134,-0.047102)
(0.000148167,-0.00170468)
(-0.0337119,0.048391)
(-0.000410071,0.00059389)
(0.00742863,-0.0675484)
(0.0339562,0.0582389)
(-0.00124068,-0.00231065)
(-0.023399,0.0615839)
(-0.000266355,0.0170474)
(0.0203465,-0.062122)
(-0.0144378,-0.0717823)
(0.0238023,-0.0828213)
(-0.00748971,0.0941215)
(-0.0256214,-0.0854513)
(-0.00201563,-0.00728069)
(0.0284949,0.0725763)
(-0.0166602,0.0797263)
(-0.042608,0.0826777)
(-0.0538319,0.0446048)
(0.00229079,-0.0045443)
(-0.0523152,0.0463248)
(0.0213957,-0.0362096)
(0.0249104,-0.0648002)
(-0.00273405,-0.0811989)
(-9.5547e-05,-0.00226726)
(0.00619856,-0.00997202)
(0.0621514,-0.0676383)
(0.000557054,0.000870341)
(-0.0286115,0.0392337)
(0.00686154,1.99294e-05)
(-0.0627313,0.0271736)
(0.0631548,0.00583046)
(-0.00187385,0.000329151)
(0.0748372,0.00439396)
(0.060792,-0.0240821)
(0.0616333,-0.0150902)
(-0.0846096,-0.00975638)
(0.0397038,0.00547823)
(-0.0648151,0.0224055)
(-0.0472445,0.052995)
(0.0643716,-0.0304855)
(-0.00200739,0.00176177)
(0.0446853,-0.0537861)
(-0.00128145,0.000705526)
(-0.00634868,-0.000721119)
(0.0822064,-0.00635862)
(-0.000929879,-0.000236581)
(0.0643815,-0.0499236)
(0.00151802,-0.00291632)
(0.0235877,-0.072461)
(0.0466305,-0.0470835)
(-0.0650589,-0.0488218)
(0.000445317,-0.0015043)
(0.0182092,0.0862823)
(-0.00061216,0.000559082)
(-0.0228523,-0.0763248)
(0.068207,0.054989)
(0.0653039,0.046585)
(0.00320125,0.000712079)
(-0.0166894,-0.00418683)
(0.0553904,0.0695379)
(0.00200861,0.00971027)
(-0.00295702,0.0908939)
(-0.00831343,-0.0801434)
(-0.0660598,-0.0628001)
(-0.0432709,-0.0803851)
(-0.00468655,-0.00534398)
(0.0944887,0.0234832)
(0.0765257,0.0340569)
(-0.00628163,-0.00234427)
(-0.00214702,0.0126973)
(-0.0247056,-0.0758377)
(-0.0333617,0.0843977)
(0.0143887,-0.0758347)
(-0.00967699,-0.0864346)
(-0.00626041,0.00955476)
(0.0407873,-0.0616831)
(0.00682616,-0.0734734)
(0.0637494,-0.0600057)
(-0.0716389,-0.049629)
(-0.00167418,-0.0057803)
(0.0551743,0.056513)
(0.0360455,-0.0584053)
(-0.0767034,0.0286212)
(0.0253176,-0.0773354)
(0.0128496,-0.00689431)
(-0.0555137,0.034866)
(0.00912058,0.0734914)
(0.000978259,-0.00534362)
(-0.00240189,0.00314008)
(-0.0539031,0.051002)
(0.0523354,0.0538577)
(-0.0655654,-0.0127015)
(0.0114912,0.00384478)
(0.0719915,0.0314259)
(0.0608601,0.0403272)
(0.0258695,0.0697028)
(-0.00170282,-0.00099494)
(0.0231012,-0.0113611)
(-0.0664271,0.0130572)
(-0.0736927,0.0269682)
(-0.00988303,0.00846691)
(-0.0589228,0.0545878)
(0.0812763,-0.000832614)
(0.0480929,-0.0332414)
(-0.0234598,0.000693715)
(-0.00889329,0.00064262)
(0.0730961,0.0294059)
(0.000448403,-0.000313132)
(0.0636008,-0.0355601)
(-0.0806866,-0.000874401)
(-0.0769011,-0.0149275)
(-0.0561449,0.0420118)
(0.0844951,-0.0330058)
(0.0849011,-0.0146292)
(-0.0105854,0.0117953)
(-0.00582189,-0.000121123)
(-0.0806582,-0.00806763)
(-0.0743789,0.046368)
(0.000877542,0.000692995)
(0.0889706,-0.0277844)
(-0.0107658,0.014026)
(-0.0572413,0.0329322)
(0.0209737,-0.0104839)
(0.0346799,0.0113088)
(-0.0253806,0.00203423)
(-0.0678119,-0.0410661)
(-0.0528516,-0.0180004)
(-0.0522074,0.00605033)
(-0.0274342,-0.0148151)
(-0.0554501,-0.00974646)
(0.0455188,0.037308)
(0.0131771,0.00862602)
(-0.0490527,-0.00516689)
(-0.0174994,-0.0185018)
(0.0329771,0.0305446)
(-0.0391327,-0.0562543)
(0.0696547,0.0128175)
(-0.0253698,-0.00377171)
(0.0425931,-0.00887598)
(-0.0460797,-0.0178144)
(-0.00484425,0.00265207)
