  1
  4
  1
  400
  20,   20
  0.393453,   0.048553,   4.749994,	  0.444144,   0.046687,   4.749990,	  0.444144,   0.046687,   4.499990,	  0.393453,   0.048553,   4.499995,	
  0.444144,   0.046687,   4.749990,	  0.494812,   0.044270,   4.749990,	  0.494812,   0.044270,   4.499990,	  0.444144,   0.046687,   4.499990,	
  0.494812,   0.044270,   4.749990,	  0.545463,   0.041470,   4.750004,	  0.545463,   0.041470,   4.500004,	  0.494812,   0.044270,   4.499990,	
  0.545463,   0.041470,   4.750004,	  0.596088,   0.038293,   4.750004,	  0.596088,   0.038293,   4.500004,	  0.545463,   0.041470,   4.500004,	
  0.596088,   0.038293,   4.750004,	  0.646665,   0.034708,   4.749887,	  0.646665,   0.034708,   4.499893,	  0.596088,   0.038293,   4.500004,	
  0.646665,   0.034708,   4.749887,	  0.697232,   0.030727,   4.749887,	  0.697232,   0.030727,   4.499893,	  0.646665,   0.034708,   4.499893,	
  0.697232,   0.030727,   4.749887,	  0.747801,   0.026413,   4.750282,	  0.747801,   0.026413,   4.500267,	  0.697232,   0.030727,   4.499893,	
  0.747801,   0.026413,   4.750282,	  0.798332,   0.021997,   4.750282,	  0.798332,   0.021997,   4.500267,	  0.747801,   0.026413,   4.500267,	
  0.798332,   0.021997,   4.750282,	  0.848881,   0.017603,   4.749890,	  0.848881,   0.017603,   4.499896,	  0.798332,   0.021997,   4.500267,	
  0.848881,   0.017603,   4.749890,	  0.899362,   0.012671,   4.749890,	  0.899362,   0.012671,   4.499896,	  0.848881,   0.017603,   4.499896,	
  0.899362,   0.012671,   4.749890,	  0.949678,   0.006666,   4.749871,	  0.949678,   0.006666,   4.499877,	  0.899362,   0.012671,   4.499896,	
  0.949678,   0.006666,   4.749871,	  1.000000,   0.000000,   4.750000,	  1.000000,   0.000000,   4.500000,	  0.949678,   0.006666,   4.499877,	
  0.000000,   0.000000,   4.500000,	  0.040074,   0.026929,   4.499985,	  0.040074,   0.026929,   4.249986,	  0.000000,   0.000000,   4.250000,	
  0.040074,   0.026929,   4.499985,	  0.089665,   0.037473,   4.500034,	  0.089665,   0.037473,   4.250032,	  0.040074,   0.026929,   4.249986,	
  0.089665,   0.037473,   4.500034,	  0.140011,   0.043656,   4.499990,	  0.140011,   0.043656,   4.249991,	  0.089665,   0.037473,   4.250032,	
  0.140011,   0.043656,   4.499990,	  0.190606,   0.047309,   4.499984,	  0.190606,   0.047309,   4.249986,	  0.140011,   0.043656,   4.249991,	
  0.190606,   0.047309,   4.499984,	  0.241291,   0.049273,   4.500005,	  0.241291,   0.049273,   4.250005,	  0.190606,   0.047309,   4.249986,	
  0.241291,   0.049273,   4.500005,	  0.292015,   0.049985,   4.500005,	  0.292015,   0.049985,   4.250005,	  0.241291,   0.049273,   4.250005,	
  0.292015,   0.049985,   4.500005,	  0.342741,   0.049694,   4.499995,	  0.342741,   0.049694,   4.249995,	  0.292015,   0.049985,   4.250005,	
  0.342741,   0.049694,   4.499995,	  0.393453,   0.048553,   4.499995,	  0.393453,   0.048553,   4.249995,	  0.342741,   0.049694,   4.249995,	
  0.393453,   0.048553,   4.499995,	  0.444144,   0.046687,   4.499990,	  0.444144,   0.046687,   4.249991,	  0.393453,   0.048553,   4.249995,	
  0.444144,   0.046687,   4.499990,	  0.494812,   0.044270,   4.499990,	  0.494812,   0.044270,   4.249991,	  0.444144,   0.046687,   4.249991,	
  0.494812,   0.044270,   4.499990,	  0.545463,   0.041470,   4.500004,	  0.545463,   0.041470,   4.250004,	  0.494812,   0.044270,   4.249991,	
  0.545463,   0.041470,   4.500004,	  0.596088,   0.038293,   4.500004,	  0.596088,   0.038293,   4.250004,	  0.545463,   0.041470,   4.250004,	
  0.596088,   0.038293,   4.500004,	  0.646665,   0.034708,   4.499893,	  0.646665,   0.034708,   4.249899,	  0.596088,   0.038293,   4.250004,	
  0.646665,   0.034708,   4.499893,	  0.697232,   0.030727,   4.499893,	  0.697232,   0.030727,   4.249899,	  0.646665,   0.034708,   4.249899,	
  0.697232,   0.030727,   4.499893,	  0.747801,   0.026413,   4.500267,	  0.747801,   0.026413,   4.250252,	  0.697232,   0.030727,   4.249899,	
  0.747801,   0.026413,   4.500267,	  0.798332,   0.021997,   4.500267,	  0.798332,   0.021997,   4.250252,	  0.747801,   0.026413,   4.250252,	
  0.798332,   0.021997,   4.500267,	  0.848881,   0.017603,   4.499896,	  0.848881,   0.017603,   4.249902,	  0.798332,   0.021997,   4.250252,	
  0.848881,   0.017603,   4.499896,	  0.899362,   0.012671,   4.499896,	  0.899362,   0.012671,   4.249902,	  0.848881,   0.017603,   4.249902,	
  0.899362,   0.012671,   4.499896,	  0.949678,   0.006666,   4.499877,	  0.949678,   0.006666,   4.249885,	  0.899362,   0.012671,   4.249902,	
  0.949678,   0.006666,   4.499877,	  1.000000,   0.000000,   4.500000,	  1.000000,   0.000000,   4.250000,	  0.949678,   0.006666,   4.249885,	
  0.000000,   0.000000,   4.250000,	  0.040074,   0.026929,   4.249986,	  0.040074,   0.026929,   3.999986,	  0.000000,   0.000000,   4.000000,	
  0.040074,   0.026929,   4.249986,	  0.089665,   0.037473,   4.250032,	  0.089665,   0.037473,   4.000030,	  0.040074,   0.026929,   3.999986,	
  0.089665,   0.037473,   4.250032,	  0.140011,   0.043656,   4.249991,	  0.140011,   0.043656,   3.999991,	  0.089665,   0.037473,   4.000030,	
  0.140011,   0.043656,   4.249991,	  0.190606,   0.047309,   4.249986,	  0.190606,   0.047309,   3.999986,	  0.140011,   0.043656,   3.999991,	
  0.190606,   0.047309,   4.249986,	  0.241291,   0.049273,   4.250005,	  0.241291,   0.049273,   4.000005,	  0.190606,   0.047309,   3.999986,	
  0.241291,   0.049273,   4.250005,	  0.292015,   0.049985,   4.250005,	  0.292015,   0.049985,   4.000005,	  0.241291,   0.049273,   4.000005,	
  0.292015,   0.049985,   4.250005,	  0.342741,   0.049694,   4.249995,	  0.342741,   0.049694,   3.999995,	  0.292015,   0.049985,   4.000005,	
  0.342741,   0.049694,   4.249995,	  0.393453,   0.048553,   4.249995,	  0.393453,   0.048553,   3.999995,	  0.342741,   0.049694,   3.999995,	
  0.393453,   0.048553,   4.249995,	  0.444144,   0.046687,   4.249991,	  0.444144,   0.046687,   3.999991,	  0.393453,   0.048553,   3.999995,	
  0.444144,   0.046687,   4.249991,	  0.494812,   0.044270,   4.249991,	  0.494812,   0.044270,   3.999991,	  0.444144,   0.046687,   3.999991,	
  0.494812,   0.044270,   4.249991,	  0.545463,   0.041470,   4.250004,	  0.545463,   0.041470,   4.000004,	  0.494812,   0.044270,   3.999991,	
  0.545463,   0.041470,   4.250004,	  0.596088,   0.038293,   4.250004,	  0.596088,   0.038293,   4.000004,	  0.545463,   0.041470,   4.000004,	
  0.596088,   0.038293,   4.250004,	  0.646665,   0.034708,   4.249899,	  0.646665,   0.034708,   3.999905,	  0.596088,   0.038293,   4.000004,	
  0.646665,   0.034708,   4.249899,	  0.697232,   0.030727,   4.249899,	  0.697232,   0.030727,   3.999905,	  0.646665,   0.034708,   3.999905,	
  0.697232,   0.030727,   4.249899,	  0.747801,   0.026413,   4.250252,	  0.747801,   0.026413,   4.000237,	  0.697232,   0.030727,   3.999905,	
  0.747801,   0.026413,   4.250252,	  0.798332,   0.021997,   4.250252,	  0.798332,   0.021997,   4.000237,	  0.747801,   0.026413,   4.000237,	
  0.798332,   0.021997,   4.250252,	  0.848881,   0.017603,   4.249902,	  0.848881,   0.017603,   3.999907,	  0.798332,   0.021997,   4.000237,	
  0.848881,   0.017603,   4.249902,	  0.899362,   0.012671,   4.249902,	  0.899362,   0.012671,   3.999907,	  0.848881,   0.017603,   3.999907,	
  0.899362,   0.012671,   4.249902,	  0.949678,   0.006666,   4.249885,	  0.949678,   0.006666,   3.999891,	  0.899362,   0.012671,   3.999907,	
  0.949678,   0.006666,   4.249885,	  1.000000,   0.000000,   4.250000,	  1.000000,   0.000000,   4.000000,	  0.949678,   0.006666,   3.999891,	
  0.000000,   0.000000,   4.000000,	  0.040074,   0.026929,   3.999986,	  0.040074,   0.026929,   3.749988,	  0.000000,   0.000000,   3.750000,	
  0.040074,   0.026929,   3.999986,	  0.089665,   0.037473,   4.000030,	  0.089665,   0.037473,   3.750028,	  0.040074,   0.026929,   3.749988,	
  0.089665,   0.037473,   4.000030,	  0.140011,   0.043656,   3.999991,	  0.140011,   0.043656,   3.749992,	  0.089665,   0.037473,   3.750028,	
  0.140011,   0.043656,   3.999991,	  0.190606,   0.047309,   3.999986,	  0.190606,   0.047309,   3.749987,	  0.140011,   0.043656,   3.749992,	
  0.190606,   0.047309,   3.999986,	  0.241291,   0.049273,   4.000005,	  0.241291,   0.049273,   3.750004,	  0.190606,   0.047309,   3.749987,	
  0.241291,   0.049273,   4.000005,	  0.292015,   0.049985,   4.000005,	  0.292015,   0.049985,   3.750004,	  0.241291,   0.049273,   3.750004,	
  0.292015,   0.049985,   4.000005,	  0.342741,   0.049694,   3.999995,	  0.342741,   0.049694,   3.749996,	  0.292015,   0.049985,   3.750004,	
  0.342741,   0.049694,   3.999995,	  0.393453,   0.048553,   3.999995,	  0.393453,   0.048553,   3.749996,	  0.342741,   0.049694,   3.749996,	
  0.393453,   0.048553,   3.999995,	  0.444144,   0.046687,   3.999991,	  0.444144,   0.046687,   3.749992,	  0.393453,   0.048553,   3.749996,	
  0.444144,   0.046687,   3.999991,	  0.494812,   0.044270,   3.999991,	  0.494812,   0.044270,   3.749992,	  0.444144,   0.046687,   3.749992,	
  0.494812,   0.044270,   3.999991,	  0.545463,   0.041470,   4.000004,	  0.545463,   0.041470,   3.750004,	  0.494812,   0.044270,   3.749992,	
  0.545463,   0.041470,   4.000004,	  0.596088,   0.038293,   4.000004,	  0.596088,   0.038293,   3.750004,	  0.545463,   0.041470,   3.750004,	
  0.596088,   0.038293,   4.000004,	  0.646665,   0.034708,   3.999905,	  0.646665,   0.034708,   3.749911,	  0.596088,   0.038293,   3.750004,	
  0.646665,   0.034708,   3.999905,	  0.697232,   0.030727,   3.999905,	  0.697232,   0.030727,   3.749911,	  0.646665,   0.034708,   3.749911,	
  0.697232,   0.030727,   3.999905,	  0.747801,   0.026413,   4.000237,	  0.747801,   0.026413,   3.750222,	  0.697232,   0.030727,   3.749911,	
  0.747801,   0.026413,   4.000237,	  0.798332,   0.021997,   4.000237,	  0.798332,   0.021997,   3.750222,	  0.747801,   0.026413,   3.750222,	
  0.798332,   0.021997,   4.000237,	  0.848881,   0.017603,   3.999907,	  0.848881,   0.017603,   3.749913,	  0.798332,   0.021997,   3.750222,	
  0.848881,   0.017603,   3.999907,	  0.899362,   0.012671,   3.999907,	  0.899362,   0.012671,   3.749913,	  0.848881,   0.017603,   3.749913,	
  0.899362,   0.012671,   3.999907,	  0.949678,   0.006666,   3.999891,	  0.949678,   0.006666,   3.749898,	  0.899362,   0.012671,   3.749913,	
  0.949678,   0.006666,   3.999891,	  1.000000,   0.000000,   4.000000,	  1.000000,   0.000000,   3.750000,	  0.949678,   0.006666,   3.749898,	
  0.000000,   0.000000,   3.750000,	  0.040074,   0.026929,   3.749988,	  0.040074,   0.026929,   3.499989,	  0.000000,   0.000000,   3.500000,	
  0.040074,   0.026929,   3.749988,	  0.089665,   0.037473,   3.750028,	  0.089665,   0.037473,   3.500026,	  0.040074,   0.026929,   3.499989,	
  0.089665,   0.037473,   3.750028,	  0.140011,   0.043656,   3.749992,	  0.140011,   0.043656,   3.499993,	  0.089665,   0.037473,   3.500026,	
  0.140011,   0.043656,   3.749992,	  0.190606,   0.047309,   3.749987,	  0.190606,   0.047309,   3.499988,	  0.140011,   0.043656,   3.499993,	
  0.190606,   0.047309,   3.749987,	  0.241291,   0.049273,   3.750004,	  0.241291,   0.049273,   3.500004,	  0.190606,   0.047309,   3.499988,	
  0.241291,   0.049273,   3.750004,	  0.292015,   0.049985,   3.750004,	  0.292015,   0.049985,   3.500004,	  0.241291,   0.049273,   3.500004,	
  0.292015,   0.049985,   3.750004,	  0.342741,   0.049694,   3.749996,	  0.342741,   0.049694,   3.499996,	  0.292015,   0.049985,   3.500004,	
  0.342741,   0.049694,   3.749996,	  0.393453,   0.048553,   3.749996,	  0.393453,   0.048553,   3.499996,	  0.342741,   0.049694,   3.499996,	
  0.393453,   0.048553,   3.749996,	  0.444144,   0.046687,   3.749992,	  0.444144,   0.046687,   3.499993,	  0.393453,   0.048553,   3.499996,	
  0.444144,   0.046687,   3.749992,	  0.494812,   0.044270,   3.749992,	  0.494812,   0.044270,   3.499993,	  0.444144,   0.046687,   3.499993,	
  0.494812,   0.044270,   3.749992,	  0.545463,   0.041470,   3.750004,	  0.545463,   0.041470,   3.500004,	  0.494812,   0.044270,   3.499993,	
  0.545463,   0.041470,   3.750004,	  0.596088,   0.038293,   3.750004,	  0.596088,   0.038293,   3.500004,	  0.545463,   0.041470,   3.500004,	
  0.596088,   0.038293,   3.750004,	  0.646665,   0.034708,   3.749911,	  0.646665,   0.034708,   3.499917,	  0.596088,   0.038293,   3.500004,	
  0.646665,   0.034708,   3.749911,	  0.697232,   0.030727,   3.749911,	  0.697232,   0.030727,   3.499917,	  0.646665,   0.034708,   3.499917,	
  0.697232,   0.030727,   3.749911,	  0.747801,   0.026413,   3.750222,	  0.747801,   0.026413,   3.500208,	  0.697232,   0.030727,   3.499917,	
  0.747801,   0.026413,   3.750222,	  0.798332,   0.021997,   3.750222,	  0.798332,   0.021997,   3.500208,	  0.747801,   0.026413,   3.500208,	
  0.798332,   0.021997,   3.750222,	  0.848881,   0.017603,   3.749913,	  0.848881,   0.017603,   3.499919,	  0.798332,   0.021997,   3.500208,	
  0.848881,   0.017603,   3.749913,	  0.899362,   0.012671,   3.749913,	  0.899362,   0.012671,   3.499919,	  0.848881,   0.017603,   3.499919,	
  0.899362,   0.012671,   3.749913,	  0.949678,   0.006666,   3.749898,	  0.949678,   0.006666,   3.499905,	  0.899362,   0.012671,   3.499919,	
  0.949678,   0.006666,   3.749898,	  1.000000,   0.000000,   3.750000,	  1.000000,   0.000000,   3.500000,	  0.949678,   0.006666,   3.499905,	
  0.000000,   0.000000,   3.500000,	  0.040074,   0.026929,   3.499989,	  0.040074,   0.026929,   3.249989,	  0.000000,   0.000000,   3.250000,	
  0.040074,   0.026929,   3.499989,	  0.089665,   0.037473,   3.500026,	  0.089665,   0.037473,   3.250024,	  0.040074,   0.026929,   3.249989,	
  0.089665,   0.037473,   3.500026,	  0.140011,   0.043656,   3.499993,	  0.140011,   0.043656,   3.249993,	  0.089665,   0.037473,   3.250024,	
  0.140011,   0.043656,   3.499993,	  0.190606,   0.047309,   3.499988,	  0.190606,   0.047309,   3.249989,	  0.140011,   0.043656,   3.249993,	
  0.190606,   0.047309,   3.499988,	  0.241291,   0.049273,   3.500004,	  0.241291,   0.049273,   3.250004,	  0.190606,   0.047309,   3.249989,	
  0.241291,   0.049273,   3.500004,	  0.292015,   0.049985,   3.500004,	  0.292015,   0.049985,   3.250004,	  0.241291,   0.049273,   3.250004,	
  0.292015,   0.049985,   3.500004,	  0.342741,   0.049694,   3.499996,	  0.342741,   0.049694,   3.249996,	  0.292015,   0.049985,   3.250004,	
  0.342741,   0.049694,   3.499996,	  0.393453,   0.048553,   3.499996,	  0.393453,   0.048553,   3.249996,	  0.342741,   0.049694,   3.249996,	
  0.393453,   0.048553,   3.499996,	  0.444144,   0.046687,   3.499993,	  0.444144,   0.046687,   3.249993,	  0.393453,   0.048553,   3.249996,	
  0.444144,   0.046687,   3.499993,	  0.494812,   0.044270,   3.499993,	  0.494812,   0.044270,   3.249993,	  0.444144,   0.046687,   3.249993,	
  0.494812,   0.044270,   3.499993,	  0.545463,   0.041470,   3.500004,	  0.545463,   0.041470,   3.250003,	  0.494812,   0.044270,   3.249993,	
  0.545463,   0.041470,   3.500004,	  0.596088,   0.038293,   3.500004,	  0.596088,   0.038293,   3.250003,	  0.545463,   0.041470,   3.250003,	
  0.596088,   0.038293,   3.500004,	  0.646665,   0.034708,   3.499917,	  0.646665,   0.034708,   3.249923,	  0.596088,   0.038293,   3.250003,	
  0.646665,   0.034708,   3.499917,	  0.697232,   0.030727,   3.499917,	  0.697232,   0.030727,   3.249923,	  0.646665,   0.034708,   3.249923,	
  0.697232,   0.030727,   3.499917,	  0.747801,   0.026413,   3.500208,	  0.747801,   0.026413,   3.250193,	  0.697232,   0.030727,   3.249923,	
  0.747801,   0.026413,   3.500208,	  0.798332,   0.021997,   3.500208,	  0.798332,   0.021997,   3.250193,	  0.747801,   0.026413,   3.250193,	
  0.798332,   0.021997,   3.500208,	  0.848881,   0.017603,   3.499919,	  0.848881,   0.017603,   3.249925,	  0.798332,   0.021997,   3.250193,	
  0.848881,   0.017603,   3.499919,	  0.899362,   0.012671,   3.499919,	  0.899362,   0.012671,   3.249925,	  0.848881,   0.017603,   3.249925,	
  0.899362,   0.012671,   3.499919,	  0.949678,   0.006666,   3.499905,	  0.949678,   0.006666,   3.249912,	  0.899362,   0.012671,   3.249925,	
  0.949678,   0.006666,   3.499905,	  1.000000,   0.000000,   3.500000,	  1.000000,   0.000000,   3.250000,	  0.949678,   0.006666,   3.249912,	
  0.000000,   0.000000,   3.250000,	  0.040074,   0.026929,   3.249989,	  0.040074,   0.026929,   2.999990,	  0.000000,   0.000000,   3.000000,	
  0.040074,   0.026929,   3.249989,	  0.089665,   0.037473,   3.250024,	  0.089665,   0.037473,   3.000023,	  0.040074,   0.026929,   2.999990,	
  0.089665,   0.037473,   3.250024,	  0.140011,   0.043656,   3.249993,	  0.140011,   0.043656,   2.999994,	  0.089665,   0.037473,   3.000023,	
  0.140011,   0.043656,   3.249993,	  0.190606,   0.047309,   3.249989,	  0.190606,   0.047309,   2.999990,	  0.140011,   0.043656,   2.999994,	
  0.190606,   0.047309,   3.249989,	  0.241291,   0.049273,   3.250004,	  0.241291,   0.049273,   3.000004,	  0.190606,   0.047309,   2.999990,	
  0.241291,   0.049273,   3.250004,	  0.292015,   0.049985,   3.250004,	  0.292015,   0.049985,   3.000004,	  0.241291,   0.049273,   3.000004,	
  0.292015,   0.049985,   3.250004,	  0.342741,   0.049694,   3.249996,	  0.342741,   0.049694,   2.999997,	  0.292015,   0.049985,   3.000004,	
  0.342741,   0.049694,   3.249996,	  0.393453,   0.048553,   3.249996,	  0.393453,   0.048553,   2.999997,	  0.342741,   0.049694,   2.999997,	
  0.393453,   0.048553,   3.249996,	  0.444144,   0.046687,   3.249993,	  0.444144,   0.046687,   2.999994,	  0.393453,   0.048553,   2.999997,	
  0.444144,   0.046687,   3.249993,	  0.494812,   0.044270,   3.249993,	  0.494812,   0.044270,   2.999994,	  0.444144,   0.046687,   2.999994,	
  0.494812,   0.044270,   3.249993,	  0.545463,   0.041470,   3.250003,	  0.545463,   0.041470,   3.000003,	  0.494812,   0.044270,   2.999994,	
  0.545463,   0.041470,   3.250003,	  0.596088,   0.038293,   3.250003,	  0.596088,   0.038293,   3.000003,	  0.545463,   0.041470,   3.000003,	
  0.596088,   0.038293,   3.250003,	  0.646665,   0.034708,   3.249923,	  0.646665,   0.034708,   2.999929,	  0.596088,   0.038293,   3.000003,	
  0.646665,   0.034708,   3.249923,	  0.697232,   0.030727,   3.249923,	  0.697232,   0.030727,   2.999929,	  0.646665,   0.034708,   2.999929,	
  0.697232,   0.030727,   3.249923,	  0.747801,   0.026413,   3.250193,	  0.747801,   0.026413,   3.000178,	  0.697232,   0.030727,   2.999929,	
  0.747801,   0.026413,   3.250193,	  0.798332,   0.021997,   3.250193,	  0.798332,   0.021997,   3.000178,	  0.747801,   0.026413,   3.000178,	
  0.798332,   0.021997,   3.250193,	  0.848881,   0.017603,   3.249925,	  0.848881,   0.017603,   2.999931,	  0.798332,   0.021997,   3.000178,	
  0.848881,   0.017603,   3.249925,	  0.899362,   0.012671,   3.249925,	  0.899362,   0.012671,   2.999931,	  0.848881,   0.017603,   2.999931,	
  0.899362,   0.012671,   3.249925,	  0.949678,   0.006666,   3.249912,	  0.949678,   0.006666,   2.999918,	  0.899362,   0.012671,   2.999931,	
  0.949678,   0.006666,   3.249912,	  1.000000,   0.000000,   3.250000,	  1.000000,   0.000000,   3.000000,	  0.949678,   0.006666,   2.999918,	
  0.000000,   0.000000,   3.000000,	  0.040074,   0.026929,   2.999990,	  0.040074,   0.026929,   2.749991,	  0.000000,   0.000000,   2.750000,	
  0.040074,   0.026929,   2.999990,	  0.089665,   0.037473,   3.000023,	  0.089665,   0.037473,   2.750021,	  0.040074,   0.026929,   2.749991,	
  0.089665,   0.037473,   3.000023,	  0.140011,   0.043656,   2.999994,	  0.140011,   0.043656,   2.749994,	  0.089665,   0.037473,   2.750021,	
  0.140011,   0.043656,   2.999994,	  0.190606,   0.047309,   2.999990,	  0.190606,   0.047309,   2.749990,	  0.140011,   0.043656,   2.749994,	
  0.190606,   0.047309,   2.999990,	  0.241291,   0.049273,   3.000004,	  0.241291,   0.049273,   2.750003,	  0.190606,   0.047309,   2.749990,	
  0.241291,   0.049273,   3.000004,	  0.292015,   0.049985,   3.000004,	  0.292015,   0.049985,   2.750003,	  0.241291,   0.049273,   2.750003,	
  0.292015,   0.049985,   3.000004,	  0.342741,   0.049694,   2.999997,	  0.342741,   0.049694,   2.749997,	  0.292015,   0.049985,   2.750003,	
  0.342741,   0.049694,   2.999997,	  0.393453,   0.048553,   2.999997,	  0.393453,   0.048553,   2.749997,	  0.342741,   0.049694,   2.749997,	
  0.393453,   0.048553,   2.999997,	  0.444144,   0.046687,   2.999994,	  0.444144,   0.046687,   2.749994,	  0.393453,   0.048553,   2.749997,	
  0.444144,   0.046687,   2.999994,	  0.494812,   0.044270,   2.999994,	  0.494812,   0.044270,   2.749994,	  0.444144,   0.046687,   2.749994,	
  0.494812,   0.044270,   2.999994,	  0.545463,   0.041470,   3.000003,	  0.545463,   0.041470,   2.750002,	  0.494812,   0.044270,   2.749994,	
  0.545463,   0.041470,   3.000003,	  0.596088,   0.038293,   3.000003,	  0.596088,   0.038293,   2.750002,	  0.545463,   0.041470,   2.750002,	
  0.596088,   0.038293,   3.000003,	  0.646665,   0.034708,   2.999929,	  0.646665,   0.034708,   2.749934,	  0.596088,   0.038293,   2.750002,	
  0.646665,   0.034708,   2.999929,	  0.697232,   0.030727,   2.999929,	  0.697232,   0.030727,   2.749934,	  0.646665,   0.034708,   2.749934,	
  0.697232,   0.030727,   2.999929,	  0.747801,   0.026413,   3.000178,	  0.747801,   0.026413,   2.750163,	  0.697232,   0.030727,   2.749934,	
  0.747801,   0.026413,   3.000178,	  0.798332,   0.021997,   3.000178,	  0.798332,   0.021997,   2.750163,	  0.747801,   0.026413,   2.750163,	
  0.798332,   0.021997,   3.000178,	  0.848881,   0.017603,   2.999931,	  0.848881,   0.017603,   2.749936,	  0.798332,   0.021997,   2.750163,	
  0.848881,   0.017603,   2.999931,	  0.899362,   0.012671,   2.999931,	  0.899362,   0.012671,   2.749936,	  0.848881,   0.017603,   2.749936,	
  0.899362,   0.012671,   2.999931,	  0.949678,   0.006666,   2.999918,	  0.949678,   0.006666,   2.749925,	  0.899362,   0.012671,   2.749936,	
  0.949678,   0.006666,   2.999918,	  1.000000,   0.000000,   3.000000,	  1.000000,   0.000000,   2.750000,	  0.949678,   0.006666,   2.749925,	
  0.000000,   0.000000,   2.750000,	  0.040074,   0.026929,   2.749991,	  0.040074,   0.026929,   2.499992,	  0.000000,   0.000000,   2.500000,	
