  1
  4
  1
  400
  20,   20
  0.040074,   0.026929,   2.749991,	  0.089665,   0.037473,   2.750021,	  0.089665,   0.037473,   2.500019,	  0.040074,   0.026929,   2.499992,	
  0.089665,   0.037473,   2.750021,	  0.140011,   0.043656,   2.749994,	  0.140011,   0.043656,   2.499995,	  0.089665,   0.037473,   2.500019,	
  0.140011,   0.043656,   2.749994,	  0.190606,   0.047309,   2.749990,	  0.190606,   0.047309,   2.499991,	  0.140011,   0.043656,   2.499995,	
  0.190606,   0.047309,   2.749990,	  0.241291,   0.049273,   2.750003,	  0.241291,   0.049273,   2.500003,	  0.190606,   0.047309,   2.499991,	
  0.241291,   0.049273,   2.750003,	  0.292015,   0.049985,   2.750003,	  0.292015,   0.049985,   2.500003,	  0.241291,   0.049273,   2.500003,	
  0.292015,   0.049985,   2.750003,	  0.342741,   0.049694,   2.749997,	  0.342741,   0.049694,   2.499997,	  0.292015,   0.049985,   2.500003,	
  0.342741,   0.049694,   2.749997,	  0.393453,   0.048553,   2.749997,	  0.393453,   0.048553,   2.499997,	  0.342741,   0.049694,   2.499997,	
  0.393453,   0.048553,   2.749997,	  0.444144,   0.046687,   2.749994,	  0.444144,   0.046687,   2.499995,	  0.393453,   0.048553,   2.499997,	
  0.444144,   0.046687,   2.749994,	  0.494812,   0.044270,   2.749994,	  0.494812,   0.044270,   2.499995,	  0.444144,   0.046687,   2.499995,	
  0.494812,   0.044270,   2.749994,	  0.545463,   0.041470,   2.750002,	  0.545463,   0.041470,   2.500002,	  0.494812,   0.044270,   2.499995,	
  0.545463,   0.041470,   2.750002,	  0.596088,   0.038293,   2.750002,	  0.596088,   0.038293,   2.500002,	  0.545463,   0.041470,   2.500002,	
  0.596088,   0.038293,   2.750002,	  0.646665,   0.034708,   2.749934,	  0.646665,   0.034708,   2.499941,	  0.596088,   0.038293,   2.500002,	
  0.646665,   0.034708,   2.749934,	  0.697232,   0.030727,   2.749934,	  0.697232,   0.030727,   2.499941,	  0.646665,   0.034708,   2.499941,	
  0.697232,   0.030727,   2.749934,	  0.747801,   0.026413,   2.750163,	  0.747801,   0.026413,   2.500148,	  0.697232,   0.030727,   2.499941,	
  0.747801,   0.026413,   2.750163,	  0.798332,   0.021997,   2.750163,	  0.798332,   0.021997,   2.500148,	  0.747801,   0.026413,   2.500148,	
  0.798332,   0.021997,   2.750163,	  0.848881,   0.017603,   2.749936,	  0.848881,   0.017603,   2.499942,	  0.798332,   0.021997,   2.500148,	
  0.848881,   0.017603,   2.749936,	  0.899362,   0.012671,   2.749936,	  0.899362,   0.012671,   2.499942,	  0.848881,   0.017603,   2.499942,	
  0.899362,   0.012671,   2.749936,	  0.949678,   0.006666,   2.749925,	  0.949678,   0.006666,   2.499932,	  0.899362,   0.012671,   2.499942,	
  0.949678,   0.006666,   2.749925,	  1.000000,   0.000000,   2.750000,	  1.000000,   0.000000,   2.500000,	  0.949678,   0.006666,   2.499932,	
  0.000000,   0.000000,   2.500000,	  0.040074,   0.026929,   2.499992,	  0.040074,   0.026929,   2.249993,	  0.000000,   0.000000,   2.250000,	
  0.040074,   0.026929,   2.499992,	  0.089665,   0.037473,   2.500019,	  0.089665,   0.037473,   2.250017,	  0.040074,   0.026929,   2.249993,	
  0.089665,   0.037473,   2.500019,	  0.140011,   0.043656,   2.499995,	  0.140011,   0.043656,   2.249995,	  0.089665,   0.037473,   2.250017,	
  0.140011,   0.043656,   2.499995,	  0.190606,   0.047309,   2.499991,	  0.190606,   0.047309,   2.249992,	  0.140011,   0.043656,   2.249995,	
  0.190606,   0.047309,   2.499991,	  0.241291,   0.049273,   2.500003,	  0.241291,   0.049273,   2.250003,	  0.190606,   0.047309,   2.249992,	
  0.241291,   0.049273,   2.500003,	  0.292015,   0.049985,   2.500003,	  0.292015,   0.049985,   2.250003,	  0.241291,   0.049273,   2.250003,	
  0.292015,   0.049985,   2.500003,	  0.342741,   0.049694,   2.499997,	  0.342741,   0.049694,   2.249998,	  0.292015,   0.049985,   2.250003,	
  0.342741,   0.049694,   2.499997,	  0.393453,   0.048553,   2.499997,	  0.393453,   0.048553,   2.249998,	  0.342741,   0.049694,   2.249998,	
  0.393453,   0.048553,   2.499997,	  0.444144,   0.046687,   2.499995,	  0.444144,   0.046687,   2.249995,	  0.393453,   0.048553,   2.249998,	
  0.444144,   0.046687,   2.499995,	  0.494812,   0.044270,   2.499995,	  0.494812,   0.044270,   2.249995,	  0.444144,   0.046687,   2.249995,	
  0.494812,   0.044270,   2.499995,	  0.545463,   0.041470,   2.500002,	  0.545463,   0.041470,   2.250002,	  0.494812,   0.044270,   2.249995,	
  0.545463,   0.041470,   2.500002,	  0.596088,   0.038293,   2.500002,	  0.596088,   0.038293,   2.250002,	  0.545463,   0.041470,   2.250002,	
  0.596088,   0.038293,   2.500002,	  0.646665,   0.034708,   2.499941,	  0.646665,   0.034708,   2.249947,	  0.596088,   0.038293,   2.250002,	
  0.646665,   0.034708,   2.499941,	  0.697232,   0.030727,   2.499941,	  0.697232,   0.030727,   2.249947,	  0.646665,   0.034708,   2.249947,	
  0.697232,   0.030727,   2.499941,	  0.747801,   0.026413,   2.500148,	  0.747801,   0.026413,   2.250134,	  0.697232,   0.030727,   2.249947,	
  0.747801,   0.026413,   2.500148,	  0.798332,   0.021997,   2.500148,	  0.798332,   0.021997,   2.250134,	  0.747801,   0.026413,   2.250134,	
  0.798332,   0.021997,   2.500148,	  0.848881,   0.017603,   2.499942,	  0.848881,   0.017603,   2.249948,	  0.798332,   0.021997,   2.250134,	
  0.848881,   0.017603,   2.499942,	  0.899362,   0.012671,   2.499942,	  0.899362,   0.012671,   2.249948,	  0.848881,   0.017603,   2.249948,	
  0.899362,   0.012671,   2.499942,	  0.949678,   0.006666,   2.499932,	  0.949678,   0.006666,   2.249939,	  0.899362,   0.012671,   2.249948,	
  0.949678,   0.006666,   2.499932,	  1.000000,   0.000000,   2.500000,	  1.000000,   0.000000,   2.250000,	  0.949678,   0.006666,   2.249939,	
  0.000000,   0.000000,   2.250000,	  0.040074,   0.026929,   2.249993,	  0.040074,   0.026929,   1.999993,	  0.000000,   0.000000,   2.000000,	
  0.040074,   0.026929,   2.249993,	  0.089665,   0.037473,   2.250017,	  0.089665,   0.037473,   2.000015,	  0.040074,   0.026929,   1.999993,	
  0.089665,   0.037473,   2.250017,	  0.140011,   0.043656,   2.249995,	  0.140011,   0.043656,   1.999995,	  0.089665,   0.037473,   2.000015,	
  0.140011,   0.043656,   2.249995,	  0.190606,   0.047309,   2.249992,	  0.190606,   0.047309,   1.999993,	  0.140011,   0.043656,   1.999995,	
  0.190606,   0.047309,   2.249992,	  0.241291,   0.049273,   2.250003,	  0.241291,   0.049273,   2.000002,	  0.190606,   0.047309,   1.999993,	
  0.241291,   0.049273,   2.250003,	  0.292015,   0.049985,   2.250003,	  0.292015,   0.049985,   2.000002,	  0.241291,   0.049273,   2.000002,	
  0.292015,   0.049985,   2.250003,	  0.342741,   0.049694,   2.249998,	  0.342741,   0.049694,   1.999998,	  0.292015,   0.049985,   2.000002,	
  0.342741,   0.049694,   2.249998,	  0.393453,   0.048553,   2.249998,	  0.393453,   0.048553,   1.999998,	  0.342741,   0.049694,   1.999998,	
  0.393453,   0.048553,   2.249998,	  0.444144,   0.046687,   2.249995,	  0.444144,   0.046687,   1.999996,	  0.393453,   0.048553,   1.999998,	
  0.444144,   0.046687,   2.249995,	  0.494812,   0.044270,   2.249995,	  0.494812,   0.044270,   1.999996,	  0.444144,   0.046687,   1.999996,	
  0.494812,   0.044270,   2.249995,	  0.545463,   0.041470,   2.250002,	  0.545463,   0.041470,   2.000002,	  0.494812,   0.044270,   1.999996,	
  0.545463,   0.041470,   2.250002,	  0.596088,   0.038293,   2.250002,	  0.596088,   0.038293,   2.000002,	  0.545463,   0.041470,   2.000002,	
  0.596088,   0.038293,   2.250002,	  0.646665,   0.034708,   2.249947,	  0.646665,   0.034708,   1.999952,	  0.596088,   0.038293,   2.000002,	
  0.646665,   0.034708,   2.249947,	  0.697232,   0.030727,   2.249947,	  0.697232,   0.030727,   1.999952,	  0.646665,   0.034708,   1.999952,	
  0.697232,   0.030727,   2.249947,	  0.747801,   0.026413,   2.250134,	  0.747801,   0.026413,   2.000118,	  0.697232,   0.030727,   1.999952,	
  0.747801,   0.026413,   2.250134,	  0.798332,   0.021997,   2.250134,	  0.798332,   0.021997,   2.000118,	  0.747801,   0.026413,   2.000118,	
  0.798332,   0.021997,   2.250134,	  0.848881,   0.017603,   2.249948,	  0.848881,   0.017603,   1.999954,	  0.798332,   0.021997,   2.000118,	
  0.848881,   0.017603,   2.249948,	  0.899362,   0.012671,   2.249948,	  0.899362,   0.012671,   1.999954,	  0.848881,   0.017603,   1.999954,	
  0.899362,   0.012671,   2.249948,	  0.949678,   0.006666,   2.249939,	  0.949678,   0.006666,   1.999946,	  0.899362,   0.012671,   1.999954,	
  0.949678,   0.006666,   2.249939,	  1.000000,   0.000000,   2.250000,	  1.000000,   0.000000,   2.000000,	  0.949678,   0.006666,   1.999946,	
  0.000000,   0.000000,   2.000000,	  0.040074,   0.026929,   1.999993,	  0.040074,   0.026929,   1.749994,	  0.000000,   0.000000,   1.750000,	
  0.040074,   0.026929,   1.999993,	  0.089665,   0.037473,   2.000015,	  0.089665,   0.037473,   1.750013,	  0.040074,   0.026929,   1.749994,	
  0.089665,   0.037473,   2.000015,	  0.140011,   0.043656,   1.999995,	  0.140011,   0.043656,   1.749996,	  0.089665,   0.037473,   1.750013,	
  0.140011,   0.043656,   1.999995,	  0.190606,   0.047309,   1.999993,	  0.190606,   0.047309,   1.749994,	  0.140011,   0.043656,   1.749996,	
  0.190606,   0.047309,   1.999993,	  0.241291,   0.049273,   2.000002,	  0.241291,   0.049273,   1.750002,	  0.190606,   0.047309,   1.749994,	
  0.241291,   0.049273,   2.000002,	  0.292015,   0.049985,   2.000002,	  0.292015,   0.049985,   1.750002,	  0.241291,   0.049273,   1.750002,	
  0.292015,   0.049985,   2.000002,	  0.342741,   0.049694,   1.999998,	  0.342741,   0.049694,   1.749998,	  0.292015,   0.049985,   1.750002,	
  0.342741,   0.049694,   1.999998,	  0.393453,   0.048553,   1.999998,	  0.393453,   0.048553,   1.749998,	  0.342741,   0.049694,   1.749998,	
  0.393453,   0.048553,   1.999998,	  0.444144,   0.046687,   1.999996,	  0.444144,   0.046687,   1.749996,	  0.393453,   0.048553,   1.749998,	
  0.444144,   0.046687,   1.999996,	  0.494812,   0.044270,   1.999996,	  0.494812,   0.044270,   1.749996,	  0.444144,   0.046687,   1.749996,	
  0.494812,   0.044270,   1.999996,	  0.545463,   0.041470,   2.000002,	  0.545463,   0.041470,   1.750001,	  0.494812,   0.044270,   1.749996,	
  0.545463,   0.041470,   2.000002,	  0.596088,   0.038293,   2.000002,	  0.596088,   0.038293,   1.750001,	  0.545463,   0.041470,   1.750001,	
  0.596088,   0.038293,   2.000002,	  0.646665,   0.034708,   1.999952,	  0.646665,   0.034708,   1.749958,	  0.596088,   0.038293,   1.750001,	
  0.646665,   0.034708,   1.999952,	  0.697232,   0.030727,   1.999952,	  0.697232,   0.030727,   1.749958,	  0.646665,   0.034708,   1.749958,	
  0.697232,   0.030727,   1.999952,	  0.747801,   0.026413,   2.000118,	  0.747801,   0.026413,   1.750103,	  0.697232,   0.030727,   1.749958,	
  0.747801,   0.026413,   2.000118,	  0.798332,   0.021997,   2.000118,	  0.798332,   0.021997,   1.750103,	  0.747801,   0.026413,   1.750103,	
  0.798332,   0.021997,   2.000118,	  0.848881,   0.017603,   1.999954,	  0.848881,   0.017603,   1.749959,	  0.798332,   0.021997,   1.750103,	
  0.848881,   0.017603,   1.999954,	  0.899362,   0.012671,   1.999954,	  0.899362,   0.012671,   1.749959,	  0.848881,   0.017603,   1.749959,	
  0.899362,   0.012671,   1.999954,	  0.949678,   0.006666,   1.999946,	  0.949678,   0.006666,   1.749952,	  0.899362,   0.012671,   1.749959,	
  0.949678,   0.006666,   1.999946,	  1.000000,   0.000000,   2.000000,	  1.000000,   0.000000,   1.750000,	  0.949678,   0.006666,   1.749952,	
  0.000000,   0.000000,   1.750000,	  0.040074,   0.026929,   1.749994,	  0.040074,   0.026929,   1.499995,	  0.000000,   0.000000,   1.500000,	
  0.040074,   0.026929,   1.749994,	  0.089665,   0.037473,   1.750013,	  0.089665,   0.037473,   1.500011,	  0.040074,   0.026929,   1.499995,	
  0.089665,   0.037473,   1.750013,	  0.140011,   0.043656,   1.749996,	  0.140011,   0.043656,   1.499997,	  0.089665,   0.037473,   1.500011,	
  0.140011,   0.043656,   1.749996,	  0.190606,   0.047309,   1.749994,	  0.190606,   0.047309,   1.499995,	  0.140011,   0.043656,   1.499997,	
  0.190606,   0.047309,   1.749994,	  0.241291,   0.049273,   1.750002,	  0.241291,   0.049273,   1.500002,	  0.190606,   0.047309,   1.499995,	
  0.241291,   0.049273,   1.750002,	  0.292015,   0.049985,   1.750002,	  0.292015,   0.049985,   1.500002,	  0.241291,   0.049273,   1.500002,	
  0.292015,   0.049985,   1.750002,	  0.342741,   0.049694,   1.749998,	  0.342741,   0.049694,   1.499998,	  0.292015,   0.049985,   1.500002,	
  0.342741,   0.049694,   1.749998,	  0.393453,   0.048553,   1.749998,	  0.393453,   0.048553,   1.499998,	  0.342741,   0.049694,   1.499998,	
  0.393453,   0.048553,   1.749998,	  0.444144,   0.046687,   1.749996,	  0.444144,   0.046687,   1.499997,	  0.393453,   0.048553,   1.499998,	
  0.444144,   0.046687,   1.749996,	  0.494812,   0.044270,   1.749996,	  0.494812,   0.044270,   1.499997,	  0.444144,   0.046687,   1.499997,	
  0.494812,   0.044270,   1.749996,	  0.545463,   0.041470,   1.750001,	  0.545463,   0.041470,   1.500001,	  0.494812,   0.044270,   1.499997,	
  0.545463,   0.041470,   1.750001,	  0.596088,   0.038293,   1.750001,	  0.596088,   0.038293,   1.500001,	  0.545463,   0.041470,   1.500001,	
  0.596088,   0.038293,   1.750001,	  0.646665,   0.034708,   1.749958,	  0.646665,   0.034708,   1.499964,	  0.596088,   0.038293,   1.500001,	
  0.646665,   0.034708,   1.749958,	  0.697232,   0.030727,   1.749958,	  0.697232,   0.030727,   1.499964,	  0.646665,   0.034708,   1.499964,	
  0.697232,   0.030727,   1.749958,	  0.747801,   0.026413,   1.750103,	  0.747801,   0.026413,   1.500089,	  0.697232,   0.030727,   1.499964,	
  0.747801,   0.026413,   1.750103,	  0.798332,   0.021997,   1.750103,	  0.798332,   0.021997,   1.500089,	  0.747801,   0.026413,   1.500089,	
  0.798332,   0.021997,   1.750103,	  0.848881,   0.017603,   1.749959,	  0.848881,   0.017603,   1.499965,	  0.798332,   0.021997,   1.500089,	
  0.848881,   0.017603,   1.749959,	  0.899362,   0.012671,   1.749959,	  0.899362,   0.012671,   1.499965,	  0.848881,   0.017603,   1.499965,	
  0.899362,   0.012671,   1.749959,	  0.949678,   0.006666,   1.749952,	  0.949678,   0.006666,   1.499959,	  0.899362,   0.012671,   1.499965,	
  0.949678,   0.006666,   1.749952,	  1.000000,   0.000000,   1.750000,	  1.000000,   0.000000,   1.500000,	  0.949678,   0.006666,   1.499959,	
  0.000000,   0.000000,   1.500000,	  0.040074,   0.026929,   1.499995,	  0.040074,   0.026929,   1.249996,	  0.000000,   0.000000,   1.250000,	
  0.040074,   0.026929,   1.499995,	  0.089665,   0.037473,   1.500011,	  0.089665,   0.037473,   1.250009,	  0.040074,   0.026929,   1.249996,	
  0.089665,   0.037473,   1.500011,	  0.140011,   0.043656,   1.499997,	  0.140011,   0.043656,   1.249997,	  0.089665,   0.037473,   1.250009,	
  0.140011,   0.043656,   1.499997,	  0.190606,   0.047309,   1.499995,	  0.190606,   0.047309,   1.249996,	  0.140011,   0.043656,   1.249997,	
  0.190606,   0.047309,   1.499995,	  0.241291,   0.049273,   1.500002,	  0.241291,   0.049273,   1.250001,	  0.190606,   0.047309,   1.249996,	
  0.241291,   0.049273,   1.500002,	  0.292015,   0.049985,   1.500002,	  0.292015,   0.049985,   1.250001,	  0.241291,   0.049273,   1.250001,	
  0.292015,   0.049985,   1.500002,	  0.342741,   0.049694,   1.499998,	  0.342741,   0.049694,   1.249999,	  0.292015,   0.049985,   1.250001,	
  0.342741,   0.049694,   1.499998,	  0.393453,   0.048553,   1.499998,	  0.393453,   0.048553,   1.249999,	  0.342741,   0.049694,   1.249999,	
  0.393453,   0.048553,   1.499998,	  0.444144,   0.046687,   1.499997,	  0.444144,   0.046687,   1.249997,	  0.393453,   0.048553,   1.249999,	
  0.444144,   0.046687,   1.499997,	  0.494812,   0.044270,   1.499997,	  0.494812,   0.044270,   1.249997,	  0.444144,   0.046687,   1.249997,	
  0.494812,   0.044270,   1.499997,	  0.545463,   0.041470,   1.500001,	  0.545463,   0.041470,   1.250001,	  0.494812,   0.044270,   1.249997,	
  0.545463,   0.041470,   1.500001,	  0.596088,   0.038293,   1.500001,	  0.596088,   0.038293,   1.250001,	  0.545463,   0.041470,   1.250001,	
  0.596088,   0.038293,   1.500001,	  0.646665,   0.034708,   1.499964,	  0.646665,   0.034708,   1.249970,	  0.596088,   0.038293,   1.250001,	
  0.646665,   0.034708,   1.499964,	  0.697232,   0.030727,   1.499964,	  0.697232,   0.030727,   1.249970,	  0.646665,   0.034708,   1.249970,	
  0.697232,   0.030727,   1.499964,	  0.747801,   0.026413,   1.500089,	  0.747801,   0.026413,   1.250074,	  0.697232,   0.030727,   1.249970,	
  0.747801,   0.026413,   1.500089,	  0.798332,   0.021997,   1.500089,	  0.798332,   0.021997,   1.250074,	  0.747801,   0.026413,   1.250074,	
  0.798332,   0.021997,   1.500089,	  0.848881,   0.017603,   1.499965,	  0.848881,   0.017603,   1.249971,	  0.798332,   0.021997,   1.250074,	
  0.848881,   0.017603,   1.499965,	  0.899362,   0.012671,   1.499965,	  0.899362,   0.012671,   1.249971,	  0.848881,   0.017603,   1.249971,	
  0.899362,   0.012671,   1.499965,	  0.949678,   0.006666,   1.499959,	  0.949678,   0.006666,   1.249966,	  0.899362,   0.012671,   1.249971,	
  0.949678,   0.006666,   1.499959,	  1.000000,   0.000000,   1.500000,	  1.000000,   0.000000,   1.250000,	  0.949678,   0.006666,   1.249966,	
  0.000000,   0.000000,   1.250000,	  0.040074,   0.026929,   1.249996,	  0.040074,   0.026929,   0.999997,	  0.000000,   0.000000,   1.000000,	
  0.040074,   0.026929,   1.249996,	  0.089665,   0.037473,   1.250009,	  0.089665,   0.037473,   1.000008,	  0.040074,   0.026929,   0.999997,	
  0.089665,   0.037473,   1.250009,	  0.140011,   0.043656,   1.249997,	  0.140011,   0.043656,   0.999998,	  0.089665,   0.037473,   1.000008,	
  0.140011,   0.043656,   1.249997,	  0.190606,   0.047309,   1.249996,	  0.190606,   0.047309,   0.999997,	  0.140011,   0.043656,   0.999998,	
  0.190606,   0.047309,   1.249996,	  0.241291,   0.049273,   1.250001,	  0.241291,   0.049273,   1.000001,	  0.190606,   0.047309,   0.999997,	
  0.241291,   0.049273,   1.250001,	  0.292015,   0.049985,   1.250001,	  0.292015,   0.049985,   1.000001,	  0.241291,   0.049273,   1.000001,	
  0.292015,   0.049985,   1.250001,	  0.342741,   0.049694,   1.249999,	  0.342741,   0.049694,   0.999999,	  0.292015,   0.049985,   1.000001,	
  0.342741,   0.049694,   1.249999,	  0.393453,   0.048553,   1.249999,	  0.393453,   0.048553,   0.999999,	  0.342741,   0.049694,   0.999999,	
  0.393453,   0.048553,   1.249999,	  0.444144,   0.046687,   1.249997,	  0.444144,   0.046687,   0.999998,	  0.393453,   0.048553,   0.999999,	
  0.444144,   0.046687,   1.249997,	  0.494812,   0.044270,   1.249997,	  0.494812,   0.044270,   0.999998,	  0.444144,   0.046687,   0.999998,	
  0.494812,   0.044270,   1.249997,	  0.545463,   0.041470,   1.250001,	  0.545463,   0.041470,   1.000001,	  0.494812,   0.044270,   0.999998,	
  0.545463,   0.041470,   1.250001,	  0.596088,   0.038293,   1.250001,	  0.596088,   0.038293,   1.000001,	  0.545463,   0.041470,   1.000001,	
  0.596088,   0.038293,   1.250001,	  0.646665,   0.034708,   1.249970,	  0.646665,   0.034708,   0.999977,	  0.596088,   0.038293,   1.000001,	
  0.646665,   0.034708,   1.249970,	  0.697232,   0.030727,   1.249970,	  0.697232,   0.030727,   0.999977,	  0.646665,   0.034708,   0.999977,	
  0.697232,   0.030727,   1.249970,	  0.747801,   0.026413,   1.250074,	  0.747801,   0.026413,   1.000060,	  0.697232,   0.030727,   0.999977,	
  0.747801,   0.026413,   1.250074,	  0.798332,   0.021997,   1.250074,	  0.798332,   0.021997,   1.000060,	  0.747801,   0.026413,   1.000060,	
  0.798332,   0.021997,   1.250074,	  0.848881,   0.017603,   1.249971,	  0.848881,   0.017603,   0.999977,	  0.798332,   0.021997,   1.000060,	
  0.848881,   0.017603,   1.249971,	  0.899362,   0.012671,   1.249971,	  0.899362,   0.012671,   0.999977,	  0.848881,   0.017603,   0.999977,	
  0.899362,   0.012671,   1.249971,	  0.949678,   0.006666,   1.249966,	  0.949678,   0.006666,   0.999973,	  0.899362,   0.012671,   0.999977,	
  0.949678,   0.006666,   1.249966,	  1.000000,   0.000000,   1.250000,	  1.000000,   0.000000,   1.000000,	  0.949678,   0.006666,   0.999973,	
  0.000000,   0.000000,   1.000000,	  0.040074,   0.026929,   0.999997,	  0.040074,   0.026929,   0.749997,	  0.000000,   0.000000,   0.750000,	
  0.040074,   0.026929,   0.999997,	  0.089665,   0.037473,   1.000008,	  0.089665,   0.037473,   0.750006,	  0.040074,   0.026929,   0.749997,	
  0.089665,   0.037473,   1.000008,	  0.140011,   0.043656,   0.999998,	  0.140011,   0.043656,   0.749998,	  0.089665,   0.037473,   0.750006,	
  0.140011,   0.043656,   0.999998,	  0.190606,   0.047309,   0.999997,	  0.190606,   0.047309,   0.749997,	  0.140011,   0.043656,   0.749998,	
  0.190606,   0.047309,   0.999997,	  0.241291,   0.049273,   1.000001,	  0.241291,   0.049273,   0.750001,	  0.190606,   0.047309,   0.749997,	
  0.241291,   0.049273,   1.000001,	  0.292015,   0.049985,   1.000001,	  0.292015,   0.049985,   0.750001,	  0.241291,   0.049273,   0.750001,	
  0.292015,   0.049985,   1.000001,	  0.342741,   0.049694,   0.999999,	  0.342741,   0.049694,   0.749999,	  0.292015,   0.049985,   0.750001,	
  0.342741,   0.049694,   0.999999,	  0.393453,   0.048553,   0.999999,	  0.393453,   0.048553,   0.749999,	  0.342741,   0.049694,   0.749999,	
  0.393453,   0.048553,   0.999999,	  0.444144,   0.046687,   0.999998,	  0.444144,   0.046687,   0.749998,	  0.393453,   0.048553,   0.749999,	
  0.444144,   0.046687,   0.999998,	  0.494812,   0.044270,   0.999998,	  0.494812,   0.044270,   0.749998,	  0.444144,   0.046687,   0.749998,	
  0.494812,   0.044270,   0.999998,	  0.545463,   0.041470,   1.000001,	  0.545463,   0.041470,   0.750001,	  0.494812,   0.044270,   0.749998,	
  0.545463,   0.041470,   1.000001,	  0.596088,   0.038293,   1.000001,	  0.596088,   0.038293,   0.750001,	  0.545463,   0.041470,   0.750001,	
  0.596088,   0.038293,   1.000001,	  0.646665,   0.034708,   0.999977,	  0.646665,   0.034708,   0.749982,	  0.596088,   0.038293,   0.750001,	
  0.646665,   0.034708,   0.999977,	  0.697232,   0.030727,   0.999977,	  0.697232,   0.030727,   0.749982,	  0.646665,   0.034708,   0.749982,	
  0.697232,   0.030727,   0.999977,	  0.747801,   0.026413,   1.000060,	  0.747801,   0.026413,   0.750044,	  0.697232,   0.030727,   0.749982,	
  0.747801,   0.026413,   1.000060,	  0.798332,   0.021997,   1.000060,	  0.798332,   0.021997,   0.750044,	  0.747801,   0.026413,   0.750044,	
  0.798332,   0.021997,   1.000060,	  0.848881,   0.017603,   0.999977,	  0.848881,   0.017603,   0.749983,	  0.798332,   0.021997,   0.750044,	
  0.848881,   0.017603,   0.999977,	  0.899362,   0.012671,   0.999977,	  0.899362,   0.012671,   0.749983,	  0.848881,   0.017603,   0.749983,	
  0.899362,   0.012671,   0.999977,	  0.949678,   0.006666,   0.999973,	  0.949678,   0.006666,   0.749979,	  0.899362,   0.012671,   0.749983,	
  0.949678,   0.006666,   0.999973,	  1.000000,   0.000000,   1.000000,	  1.000000,   0.000000,   0.750000,	  0.949678,   0.006666,   0.749979,	
  0.000000,   0.000000,   0.750000,	  0.040074,   0.026929,   0.749997,	  0.040074,   0.026929,   0.499998,	  0.000000,   0.000000,   0.500000,	
  0.040074,   0.026929,   0.749997,	  0.089665,   0.037473,   0.750006,	  0.089665,   0.037473,   0.500003,	  0.040074,   0.026929,   0.499998,	
  0.089665,   0.037473,   0.750006,	  0.140011,   0.043656,   0.749998,	  0.140011,   0.043656,   0.499998,	  0.089665,   0.037473,   0.500003,	
  0.140011,   0.043656,   0.749998,	  0.190606,   0.047309,   0.749997,	  0.190606,   0.047309,   0.499998,	  0.140011,   0.043656,   0.499998,	
  0.190606,   0.047309,   0.749997,	  0.241291,   0.049273,   0.750001,	  0.241291,   0.049273,   0.500000,	  0.190606,   0.047309,   0.499998,	
  0.241291,   0.049273,   0.750001,	  0.292015,   0.049985,   0.750001,	  0.292015,   0.049985,   0.500000,	  0.241291,   0.049273,   0.500000,	
  0.292015,   0.049985,   0.750001,	  0.342741,   0.049694,   0.749999,	  0.342741,   0.049694,   0.499999,	  0.292015,   0.049985,   0.500000,	
  0.342741,   0.049694,   0.749999,	  0.393453,   0.048553,   0.749999,	  0.393453,   0.048553,   0.499999,	  0.342741,   0.049694,   0.499999,	
  0.393453,   0.048553,   0.749999,	  0.444144,   0.046687,   0.749998,	  0.444144,   0.046687,   0.499998,	  0.393453,   0.048553,   0.499999,	
  0.444144,   0.046687,   0.749998,	  0.494812,   0.044270,   0.749998,	  0.494812,   0.044270,   0.499998,	  0.444144,   0.046687,   0.499998,	
  0.494812,   0.044270,   0.749998,	  0.545463,   0.041470,   0.750001,	  0.545463,   0.041470,   0.500000,	  0.494812,   0.044270,   0.499998,	
  0.545463,   0.041470,   0.750001,	  0.596088,   0.038293,   0.750001,	  0.596088,   0.038293,   0.500000,	  0.545463,   0.041470,   0.500000,	
  0.596088,   0.038293,   0.750001,	  0.646665,   0.034708,   0.749982,	  0.646665,   0.034708,   0.499988,	  0.596088,   0.038293,   0.500000,	
  0.646665,   0.034708,   0.749982,	  0.697232,   0.030727,   0.749982,	  0.697232,   0.030727,   0.499988,	  0.646665,   0.034708,   0.499988,	
  0.697232,   0.030727,   0.749982,	  0.747801,   0.026413,   0.750044,	  0.747801,   0.026413,   0.500029,	  0.697232,   0.030727,   0.499988,	
  0.747801,   0.026413,   0.750044,	  0.798332,   0.021997,   0.750044,	  0.798332,   0.021997,   0.500029,	  0.747801,   0.026413,   0.500029,	
  0.798332,   0.021997,   0.750044,	  0.848881,   0.017603,   0.749983,	  0.848881,   0.017603,   0.499988,	  0.798332,   0.021997,   0.500029,	
  0.848881,   0.017603,   0.749983,	  0.899362,   0.012671,   0.749983,	  0.899362,   0.012671,   0.499988,	  0.848881,   0.017603,   0.499988,	
  0.899362,   0.012671,   0.749983,	  0.949678,   0.006666,   0.749979,	  0.949678,   0.006666,   0.499986,	  0.899362,   0.012671,   0.499988,	
  0.949678,   0.006666,   0.749979,	  1.000000,   0.000000,   0.750000,	  1.000000,   0.000000,   0.500000,	  0.949678,   0.006666,   0.499986,	
  0.000000,   0.000000,   0.500000,	  0.040074,   0.026929,   0.499998,	  0.040074,   0.026929,   0.249999,	  0.000000,   0.000000,   0.250000,	
  0.040074,   0.026929,   0.499998,	  0.089665,   0.037473,   0.500003,	  0.089665,   0.037473,   0.250002,	  0.040074,   0.026929,   0.249999,	
