179,81982	20,26665
179,63964	20,26357
179,45946	20,25843
179,27928	20,25124
179,0991	20,242
178,91892	20,2307
178,73874	20,21735
178,55856	20,20195
178,37838	20,18449
178,1982	20,16499
178,01802	20,14343
177,83784	20,11983
177,65766	20,09417
177,47748	20,06647
177,2973	20,03673
177,11712	20,00494
176,93694	19,97111
176,75676	19,93523
176,57658	19,89732
176,3964	19,85737
176,21622	19,81538
176,03604	19,77136
175,85586	19,72531
175,67568	19,67723
175,4955	19,62712
175,31532	19,57498
175,13514	19,52083
174,95495	19,46465
174,77477	19,40646
174,59459	19,34625
174,41441	19,28404
174,23423	19,21981
174,05405	19,15359
173,87387	19,08536
173,69369	19,01531
173,51351	18,94311
173,33333	18,86894
173,15315	18,79277
172,97297	18,71463
172,79279	18,63452
172,61261	18,55244
172,43243	18,46839
172,25225	18,38238
172,07207	18,29442
171,89189	18,2045
171,71171	18,11264
171,53153	18,01883
171,35135	17,92309
171,17117	17,82541
170,99099	17,72581
170,81081	17,62428
170,63063	17,52083
170,45045	17,41547
170,27027	17,30819
170,09009	17,19901
169,90991	17,08793
169,72973	16,97494
169,54955	16,86005
169,36937	16,74327
169,18919	16,62459
169,00901	16,50402
168,82883	16,38156
168,64865	16,25721
168,46847	16,13096
168,28829	16,00282
168,10811	15,87278
167,92793	15,74083
167,74775	15,60699
167,56757	15,47164
167,38739	15,33397
167,20721	15,19438
167,02703	15,05284
166,84685	14,90936
166,66667	14,7639
166,48649	14,61647
166,30631	14,46703
166,12613	14,31557
165,94595	14,16206
165,76577	14,00647
165,58559	13,84879
165,40541	13,68897
165,22523	13,52698
165,04505	13,36278
164,86486	13,19632
164,68468	13,02757
164,5045	12,85646
164,32432	12,68294
164,14414	12,50696
163,96396	12,32844
163,78378	12,14731
163,6036	11,9635
163,42342	11,77692
163,24324	11,58748
163,06306	11,39509
162,88288	11,19914
162,7027	11,00054
162,52252	10,79866
162,34234	10,59336
162,16216	10,38451
161,98198	10,17196
161,8018	9,95554
161,62162	9,7351
161,44144	9,51044
161,26126	9,28138
161,08108	9,04771
160,9009	8,8092
160,72072	8,56561
160,54054	8,3167
160,36036	8,06219
160,18018	7,80179
160	7,53518
159,81982	7,26204
159,63964	6,982
159,45946	6,69468
159,27928	6,39967
159,0991	6,09652
158,91892	5,78477
158,73874	5,46391
158,55856	5,13339
158,37838	4,79264
158,1982	4,44753
158,01802	4,08559
157,83784	3,71152
157,65766	3,31159
157,47748	2,90922
157,2973	2,49226
157,11712	2,05984
156,93694	1,61113
156,75676	1,1453
156,57658	0,66159
156,3964	0,15935
156,21622	-0,3618
156,03604	-0,9019
155,85586	-1,46041
155,67568	-2,03588
155,4955	-2,62557
155,31532	-3,22482
155,13514	-3,82634
154,95495	-4,42027
154,77477	-4,9894
154,59459	-5,51448
154,41441	-5,97079
154,23423	-6,33127
154,05405	-6,57074
153,87387	-6,67153
153,69369	-6,62839
153,51351	-6,45005
153,33333	-6,15666
153,15315	-5,77445
152,97297	-5,33033
152,79279	-4,84808
152,61261	-4,3467
152,43243	-3,84038
152,25225	-3,33907
152,07207	-2,84942
151,89189	-2,37562
151,71171	-1,92013
151,53153	-1,48422
151,35135	-1,06835
151,17117	-0,67245
150,99099	-0,29613
150,81081	0,06119
150,63063	0,40023
150,45045	0,72174
150,27027	1,02649
150,09009	1,31524
149,90991	1,58874
149,72973	1,84768
149,54955	2,09271
149,36937	2,32448
149,18919	2,54354
149,00901	2,75043
148,82883	2,94566
148,64865	3,12968
148,46847	3,30291
148,28829	3,4661
148,10811	3,61901
147,92793	3,76221
147,74775	3,89601
147,56757	4,02068
147,38739	4,13647
147,20721	4,24362
147,02703	4,34234
146,84685	4,43282
146,66667	4,51524
146,48649	4,58975
146,30631	4,65651
146,12613	4,71564
145,94595	4,76725
145,76577	4,81144
145,58559	4,84831
145,40541	4,87792
145,22523	4,90035
145,04505	4,91565
144,86486	4,92385
144,68468	4,92499
144,5045	4,92685
144,32432	4,91452
144,14414	4,89515
143,96396	4,86873
143,78378	4,83524
143,6036	4,78172
143,42342	4,73339
143,24324	4,67788
143,06306	4,61511
142,88288	4,54502
142,7027	4,46751
142,52252	4,38248
142,34234	4,28982
142,16216	4,18941
141,98198	4,0811
141,8018	3,96473
141,62162	3,84013
141,44144	3,7071
141,26126	3,56545
141,08108	3,41494
140,9009	3,25532
140,72072	3,0863
140,54054	2,90761
140,36036	2,71889
140,18018	2,5198
140	2,30995
139,81982	2,0889
139,63964	1,8562
139,45946	1,61133
139,27928	1,35374
139,0991	1,08281
138,91892	0,79789
138,73874	0,49825
138,55856	0,18309
138,37838	-0,14844
138,1982	-0,4973
138,01802	-0,8645
137,83784	-1,25114
137,65766	-1,65842
137,47748	-2,08759
137,2973	-2,53996
137,11712	-3,01686
136,93694	-3,51959
136,75676	-4,04931
136,57658	-4,60686
136,3964	-5,19253
136,21622	-5,80564
136,03604	-6,44387
135,85586	-7,10231
135,67568	-7,77209
135,4955	-8,43853
135,31532	-9,07904
135,13514	-9,66161
134,95495	-10,14542
134,77477	-10,48591
134,59459	-10,64523
134,41441	-10,60489
134,23423	-10,36955
134,05405	-9,97678
133,87387	-9,46779
133,69369	-8,8858
133,51351	-8,26655
133,33333	-7,64262
133,15315	-7,01873
132,97297	-6,41209
132,79279	-5,82901
132,61261	-5,27267
132,43243	-4,74434
132,25225	-4,24404
132,07207	-3,77112
131,89189	-3,32451
131,71171	-2,90296
131,53153	-2,50514
131,35135	-2,12973
131,17117	-1,77545
130,99099	-1,44107
130,81081	-1,12547
130,63063	-0,80197
130,45045	-0,52084
130,27027	-0,28114
130,09009	-0,03087
129,90991	0,20512
129,72973	0,42754
129,54955	0,637
129,36937	0,83408
129,18919	1,01932
129,00901	1,1932
128,82883	1,35616
128,64865	1,50861
128,46847	1,65093
128,28829	1,78346
128,10811	1,90651
127,92793	2,02037
127,74775	2,12531
127,56757	2,22157
127,38739	2,30937
127,20721	2,38892
127,02703	2,46041
126,84685	2,524
126,66667	2,57986
126,48649	2,73502
126,30631	2,66893
126,12613	2,70238
125,94595	2,7286
125,76577	2,74768
125,58559	2,7597
125,40541	2,76475
125,22523	2,76288
125,04505	2,75416
124,86486	2,73865
124,68468	2,71637
124,5045	2,68738
124,32432	2,65171
124,14414	2,60937
123,96396	2,56039
123,78378	2,50478
123,6036	2,44255
123,42342	2,3737
123,24324	2,29681
123,06306	2,21461
122,88288	2,12579
122,7027	2,03035
122,52252	1,92827
122,34234	1,81955
122,16216	1,70418
121,98198	1,58217
121,8018	1,4535
121,62162	1,3182
121,44144	1,17628
121,26126	1,02775
121,08108	0,87267
120,9009	0,71108
120,72072	0,54308
120,54054	0,36876
120,36036	0,18826
120,18018	0,00175
120	-0,18717
119,81982	-0,3849
119,63964	-0,5878
119,45946	-0,79547
119,27928	-1,0074
119,0991	-1,22298
118,91892	-1,4415
118,73874	-1,66211
118,55856	-1,8838
118,37838	-2,10541
118,1982	-2,32562
118,01802	-2,54289
117,83784	-2,75552
117,65766	-2,96161
117,47748	-3,15909
117,2973	-3,34575
117,11712	-3,54028
116,93694	-3,69738
116,75676	-3,81752
116,57658	-3,93772
116,3964	-4,03594
116,21622	-4,11051
116,03604	-4,16021
115,85586	-4,18429
115,67568	-4,18253
115,4955	-4,15526
115,31532	-4,10335
115,13514	-4,02813
114,95495	-3,93132
114,77477	-3,81495
114,59459	-3,68124
114,41441	-3,53252
114,23423	-3,37112
114,05405	-3,19932
113,87387	-3,01928
113,69369	-2,83303
113,51351	-2,64238
113,33333	-2,449
113,15315	-2,25433
112,97297	-2,05966
112,79279	-1,86608
112,61261	-1,67453
112,43243	-1,48582
112,25225	-1,30062
112,07207	-1,11947
111,89189	-0,94284
111,71171	-0,7711
111,53153	-0,60456
111,35135	-0,44344
111,17117	-0,28793
110,99099	-0,13818
110,81081	0,00573
110,63063	0,14371
110,45045	0,27381
110,27027	0,39975
110,09009	0,51971
109,90991	0,63368
109,72973	0,7417
109,54955	0,84379
109,36937	0,94
109,18919	1,03036
109,00901	1,11493
108,82883	1,19376
108,64865	1,2669
108,46847	1,3344
108,28829	1,39633
108,10811	1,45275
107,92793	1,5037
107,74775	1,54925
107,56757	1,58946
107,38739	1,62438
107,20721	1,65406
107,02703	1,6811
106,84685	1,70046
106,66667	1,71475
106,48649	1,72401
106,30631	1,72829
106,12613	1,72766
105,94595	1,72215
105,76577	1,71182
105,58559	1,69673
105,40541	1,67692
105,22523	1,65244
105,04505	1,62335
104,86486	1,58971
104,68468	1,55156
104,5045	1,50897
104,32432	1,46201
104,14414	1,41072
103,96396	1,33507
103,78378	1,27503
103,6036	1,21093
103,42342	1,14285
103,24324	1,09215
103,06306	1,0166
102,88288	0,93733
102,7027	0,85448
102,52252	0,76815
102,34234	0,67851
102,16216	0,58569
101,98198	0,48987
101,8018	0,39124
101,62162	0,28999
101,44144	0,18635
101,26126	0,08056
101,08108	-0,02712
100,9009	-0,13639
100,72072	-0,24695
100,54054	-0,35845
100,36036	-0,47054
100,18018	-0,58281
100	-0,69486
99,81982	-0,80622
99,63964	-0,91644
99,45946	-1,025
99,27928	-1,13139
99,0991	-1,23505
98,91892	-1,33545
98,73874	-1,43199
98,55856	-1,52412
98,37838	-1,61124
98,1982	-1,6928
98,01802	-1,76825
97,83784	-1,83707
97,65766	-1,89565
97,47748	-2,08524
97,2973	-1,996
97,11712	-2,03395
96,93694	-2,0634
96,75676	-2,08417
96,57658	-2,09614
96,3964	-2,09931
96,21622	-2,09374
96,03604	-2,07957
95,85586	-2,05702
95,67568	-2,02638
95,4955	-1,988
95,31532	-1,94229
95,13514	-1,89146
94,95495	-1,83235
94,77477	-1,76739
94,59459	-1,69712
94,41441	-1,6221
94,23423	-1,54289
94,05405	-1,46003
93,87387	-1,37408
93,69369	-1,28555
93,51351	-1,19496
93,33333	-1,10278
93,15315	-1,00948
92,97297	-0,91549
92,79279	-0,82121
92,61261	-0,72701
